accession	NCBI_COG	NCBI_COG_Description	PathwayID	Pathway	NCBI_COG_evalue
GCA_000017945-FLGBHGLA_02150	COG1097	Exosome_complex_RNA-binding_protein_Rrp4,_contains_S1_and_KH_domains	U	-	2.4e-86
GCA_000017945-FLGBHGLA_02160	-	-	-	-	-
GCA_000017945-FLGBHGLA_02170	COG2512	Predicted_transcriptional_regulator,_contains_CW_(cell_wall-binding)_repeats_and_an_HTH_domain	R	-	8.7e-07
GCA_000017945-FLGBHGLA_02180	-	-	-	-	-
GCA_000017945-FLGBHGLA_02190	COG0169	Shikimate_5-dehydrogenase	E	Aromatic_amino_acid_biosynthesis	1.3e-77
GCA_000017945-FLGBHGLA_02200	-	-	-	-	-
GCA_000017945-FLGBHGLA_02210	-	-	-	-	-
GCA_000017945-FLGBHGLA_02220	COG0611	Thiamine_monophosphate_kinase	H	Thiamine_biosynthesis	1.4e-42
GCA_000017945-FLGBHGLA_02230	COG0525	Valyl-tRNA_synthetase	J	Aminoacyl-tRNA_synthetases	7.7e-212
GCA_000017945-FLGBHGLA_02240	COG0433	Archaeal_DNA_helicase_HerA_or_a_related_bacterial_ATPase,_contains_HAS-barrel_and_ATPase_domains	L	-	3e-48
GCA_000017945-FLGBHGLA_02250	COG1936	Broad-specificity_NMP_kinase	F	-	4e-32
GCA_000017945-FLGBHGLA_02260	COG1082	Sugar_phosphate_isomerase/epimerase	G	-	7e-22
GCA_000017945-FLGBHGLA_02270	COG0717	dCTP_deaminase	F	Thymidylate_biosynthesis	4.5e-44
GCA_000017945-FLGBHGLA_02280	-	-	-	-	-
GCA_000017945-FLGBHGLA_02290	COG1522	DNA-binding_transcriptional_regulator,_Lrp_family	K	-	9.5e-06
GCA_000017945-FLGBHGLA_02300	COG0167	Dihydroorotate_dehydrogenase	F	Pyrimidine_biosynthesis	2.4e-70
GCA_000017945-FLGBHGLA_02310	-	-	-	-	-
GCA_000017945-FLGBHGLA_02320	COG0602	Organic_radical_activating_enzyme_NrdG/QueE	H	tRNA_modification	5.6e-42
GCA_000017945-FLGBHGLA_02330	COG1358	Ribosomal_protein_L7Ae_or_related_RNA_K-turn-binding_protein	J	Ribosome_50S_subunit	1.2e-38
GCA_000017945-FLGBHGLA_02340	COG2848	Uncharacterized_conserved_protein,_UPF0210_family	D	-	1.6e-143
GCA_000017945-FLGBHGLA_02350	COG1617	tRNA_threonylcarbamoyladenosine_modification_(KEOPS)_complex,__Cgi121_subunit	J	tRNA_modification	3.4e-09
GCA_000017945-FLGBHGLA_02360	COG2236	Hypoxanthine_phosphoribosyltransferase	H	Purine_salvage	6.8e-43
GCA_000017945-FLGBHGLA_02370	-	-	-	-	-
GCA_000017945-FLGBHGLA_02380	COG3264	Small-conductance_mechanosensitive_channel_MscK	M	-	3.8e-15
GCA_000017945-FLGBHGLA_02390	COG0569	Trk/Ktr_K+_transport_system_regulatory_component_TrkA/KtrA/KtrC,_RCK_domain	PT	-	8.4e-28
GCA_000017945-FLGBHGLA_02400	-	-	-	-	-
GCA_000017945-FLGBHGLA_02410	COG2129	Predicted_phosphoesterase,_related_to_the_Icc_protein	R	-	6.4e-25
GCA_000017945-FLGBHGLA_02420	-	-	-	-	-
GCA_000017945-FLGBHGLA_02430	COG1325	Exosome_subunit,_RNA_binding_protein_with_dsRBD_fold	U	-	2.9e-40
GCA_000017945-FLGBHGLA_02440	COG4080	SpoU_rRNA_methylase_family_enzyme	J	-	5.7e-53
GCA_000017945-FLGBHGLA_02450	COG0560	Phosphoserine_phosphatase	E	Serine_biosynthesis	5.2e-34
GCA_000017945-FLGBHGLA_02460	COG0086	DNA-directed_RNA_polymerase,_beta'_subunit/160_kD_subunit	K	RNA_polymerase	3.1e-182
GCA_000017945-FLGBHGLA_02470	COG0086	DNA-directed_RNA_polymerase,_beta'_subunit/160_kD_subunit	K	RNA_polymerase	5.6e-62
GCA_000017945-FLGBHGLA_02480	COG1911	Ribosomal_protein_L30E	J	Archaeal_ribosomal_proteins	6.2e-38
GCA_000017945-FLGBHGLA_02490	COG0195	Transcription_antitermination_factor_NusA,_contains_S1_and_KH_domains	K	-	2e-19
GCA_000017945-FLGBHGLA_02500	COG0048	Ribosomal_protein_S12	J	Ribosome_30S_subunit	1.1e-37
GCA_000017945-FLGBHGLA_02510	COG1259	Bifunctional_DNase/RNase	R	-	3.5e-21
GCA_000017945-FLGBHGLA_02520	COG0049	Ribosomal_protein_S7	J	Ribosome_30S_subunit	9.6e-49
GCA_000017945-FLGBHGLA_02530	COG1474	Cdc6-related_protein,_AAA_superfamily_ATPase	L	-	4.4e-111
GCA_000017945-FLGBHGLA_02540	COG1628	Endonuclease_V_homolog,_UPF0215_family	R	-	2.7e-17
GCA_000017945-FLGBHGLA_02550	COG0462	Phosphoribosylpyrophosphate_synthetase	F	Histidine_biosynthesis,_Purine_biosynthesis	1e-73
GCA_000017945-FLGBHGLA_02560	COG1537	Stalled_ribosome_rescue_protein_Dom34,_pelota_family	J	-	1.1e-102
GCA_000017945-FLGBHGLA_02570	COG1977	Molybdopterin_synthase_sulfur_carrier_subunit_MoaD	H	Molybdopterin_biosynthesis	2.1e-08
GCA_000017945-FLGBHGLA_02580	COG0589	Nucleotide-binding_universal_stress_protein,__UspA_family	T	-	2.6e-28
GCA_000017945-FLGBHGLA_02590	COG0365	Acyl-coenzyme_A_synthetase/AMP-(fatty)_acid_ligase	I	-	8.1e-163
GCA_000017945-FLGBHGLA_02600	COG0365	Acyl-coenzyme_A_synthetase/AMP-(fatty)_acid_ligase	I	-	6.8e-104
GCA_000017945-FLGBHGLA_02610	-	-	-	-	-
GCA_000017945-FLGBHGLA_02620	COG1407	Metallophosphoesterase_superfamily_enzyme	R	-	1.7e-56
GCA_000017945-FLGBHGLA_02630	COG0314	Molybdopterin_synthase_catalytic_subunit_MoaE	H	Molybdopterin_biosynthesis	9.4e-35
GCA_000017945-FLGBHGLA_02640	COG0119	Isopropylmalate/homocitrate/citramalate_synthases	E	Isoleucine,_leucine,_valine_biosynthesis	6.8e-66
GCA_000017945-FLGBHGLA_02650	-	-	-	-	-
GCA_000017945-FLGBHGLA_02660	-	-	-	-	-
GCA_000017945-FLGBHGLA_02670	-	-	-	-	-
GCA_000017945-FLGBHGLA_02680	COG4805	Uncharacterized_conserved_protein,_DUF885_family	S	-	4e-67
GCA_000017945-FLGBHGLA_02690	COG0533	tRNA_A37_threonylcarbamoyltransferase_TsaD	J	tRNA_modification	1.8e-83
GCA_000017945-FLGBHGLA_02700	COG1719	Predicted_hydrocarbon_binding_protein,_contains_4VR_domain	R	-	4.6e-08
GCA_000017945-FLGBHGLA_02710	-	-	-	-	-
GCA_000017945-FLGBHGLA_02720	COG0269	3-keto-L-gulonate-6-phosphate_decarboxylase	G	-	1e-63
GCA_000017945-FLGBHGLA_02730	COG1998	Ribosomal_protein_S27AE	J	Archaeal_ribosomal_proteins	2.1e-17
GCA_000017945-FLGBHGLA_02740	COG2004	Ribosomal_protein_S24E	J	Archaeal_ribosomal_proteins	1.6e-25
GCA_000017945-FLGBHGLA_02750	COG1383	Ribosomal_protein_S17E	J	Archaeal_ribosomal_proteins	2.6e-30
GCA_000017945-FLGBHGLA_02760	COG0402	Cytosine/adenosine_deaminase_or_related_metal-dependent_hydrolase	FR	Pyrimidine_salvage	3.3e-39
GCA_000017945-FLGBHGLA_02770	COG0126	3-phosphoglycerate_kinase	G	Glycolysis	3.2e-123
GCA_000017945-FLGBHGLA_02780	-	-	-	-	-
GCA_000017945-FLGBHGLA_02790	COG0029	Aspartate_oxidase	H	NAD_biosynthesis	4.9e-162
GCA_000017945-FLGBHGLA_02800	-	-	-	-	-
GCA_000017945-FLGBHGLA_02810	COG0420	DNA_repair_exonuclease_SbcCD_nuclease_subunit	L	-	2.1e-37
GCA_000017945-FLGBHGLA_02820	-	-	-	-	-
GCA_000017945-FLGBHGLA_02830	COG0710	3-dehydroquinate_dehydratase	E	Aromatic_amino_acid_biosynthesis	2.6e-36
GCA_000017945-FLGBHGLA_02840	COG4106	Trans-aconitate_methyltransferase	C	-	8.7e-17
GCA_000017945-FLGBHGLA_02850	-	-	-	-	-
GCA_000017945-FLGBHGLA_02860	COG2262	50S_ribosomal_subunit-associated_GTPase_HflX	J	-	1.3e-80
GCA_000017945-FLGBHGLA_02870	COG2238	Ribosomal_protein_S19E_(S16A)	J	Archaeal_ribosomal_proteins	1.6e-60
GCA_000017945-FLGBHGLA_02880	COG2118	DNA-binding_TFAR19-related_protein,_PDSD5_family	R	-	9.8e-19
GCA_000017945-FLGBHGLA_02890	COG2167	Ribosomal_protein_L39E	J	Archaeal_ribosomal_proteins	4e-23
GCA_000017945-FLGBHGLA_02900	COG2097	Ribosomal_protein_L31E	J	Archaeal_ribosomal_proteins	6.9e-30
GCA_000017945-FLGBHGLA_02910	COG1976	Translation_initiation_factor_6_(eIF-6)	J	Translation_factors	1.5e-84
GCA_000017945-FLGBHGLA_02920	COG1209	dTDP-glucose_pyrophosphorylase	M	-	1.6e-69
GCA_000017945-FLGBHGLA_02930	-	-	-	-	-
GCA_000017945-FLGBHGLA_02940	COG4830	Ribosomal_protein_S26e	J	Archaeal_ribosomal_proteins	8.8e-49
GCA_000017945-FLGBHGLA_02950	COG1901	tRNA_pseudouridine-54_N-methylase	J	tRNA_modification	1.1e-48
GCA_000017945-FLGBHGLA_02960	COG0146	N-methylhydantoinase_B/oxoprolinase/acetone_carboxylase,_alpha_subunit	EQ	-	2e-142
GCA_000017945-FLGBHGLA_02970	COG0467	RecA-superfamily_ATPase,_KaiC/GvpD/RAD55_family	T	-	6.6e-69
GCA_000017945-FLGBHGLA_02980	COG2263	Predicted_RNA_methylase	R	-	1.6e-39
GCA_000017945-FLGBHGLA_02990	COG0024	Methionine_aminopeptidase	J	-	3.6e-46
GCA_000017945-FLGBHGLA_03000	COG2414	Aldehyde:ferredoxin_oxidoreductase	C	-	1.2e-84
GCA_000017945-FLGBHGLA_03010	COG2835	RNA_methyltransferase_activator_Trm112/YbaR	J	-	5.9e-18
GCA_000017945-FLGBHGLA_03020	COG2807	Cyanate_permease	P	-	1.8e-08
GCA_000017945-FLGBHGLA_03030	-	-	-	-	-
GCA_000017945-FLGBHGLA_03040	COG1533	DNA_repair_photolyase	L	-	1.8e-39
GCA_000017945-FLGBHGLA_03050	COG1573	Uracil-DNA_glycosylase	L	-	7.2e-64
GCA_000017945-FLGBHGLA_03060	COG2271	Sugar_phosphate_permease	G	-	4.7e-15
GCA_000017945-FLGBHGLA_03070	COG3830	ACT_domain,_binds_amino_acids_and_other_small_ligands	T	-	3.4e-27
GCA_000017945-FLGBHGLA_03080	COG0066	3-isopropylmalate_dehydratase_small_subunit	E	Isoleucine,_leucine,_valine_biosynthesis	9.2e-64
GCA_000017945-FLGBHGLA_03090	COG1611	Nucleotide_monophosphate_nucleosidase_PpnN/YdgH,_Lonely_Guy_(LOG)_family	F	-	7.9e-12
GCA_000017945-FLGBHGLA_03100	COG0467	RecA-superfamily_ATPase,_KaiC/GvpD/RAD55_family	T	-	5.5e-79
GCA_000017945-FLGBHGLA_03110	COG0077	Prephenate_dehydratase	E	Aromatic_amino_acid_biosynthesis	2.6e-83
GCA_000017945-FLGBHGLA_03120	COG1522	DNA-binding_transcriptional_regulator,_Lrp_family	K	-	2.1e-07
GCA_000017945-FLGBHGLA_03130	COG1571	tRNA(Ile2)_C34_agmatinyltransferase_TiaS	J	tRNA_modification	5e-74
GCA_000017945-FLGBHGLA_03140	-	-	-	-	-
GCA_000017945-FLGBHGLA_03150	COG0150	Phosphoribosylaminoimidazole_(AIR)_synthetase	F	Purine_biosynthesis	4.7e-73
GCA_000017945-FLGBHGLA_03160	COG3402	Uncharacterized_membrane_protein_YdbS,_contains_bPH2_(bacterial_pleckstrin_homology)_domain	S	-	4e-11
GCA_000017945-FLGBHGLA_03170	COG0441	Threonyl-tRNA_synthetase	J	Aminoacyl-tRNA_synthetases	6e-40
GCA_000017945-FLGBHGLA_03180	COG1138	Cytochrome_c_biogenesis_protein_CcmF	CO	-	8.5e-117
GCA_000017945-FLGBHGLA_03190	COG0624	Acetylornithine_deacetylase/Succinyl-diaminopimelate_desuccinylase_or_related_deacylase	E	Arginine_biosynthesis	5.6e-71
GCA_000017945-FLGBHGLA_03200	COG0785	Cytochrome_c_biogenesis_protein_CcdA	CO	-	5.6e-26
GCA_000017945-FLGBHGLA_03210	COG1829	Archaeal_pantoate_kinase	H	Pantothenate/CoA_biosynthesis	8.6e-49
GCA_000017945-FLGBHGLA_03220	COG0122	3-methyladenine_DNA_glycosylase/8-oxoguanine_DNA_glycosylase	L	-	2.9e-24
GCA_000017945-FLGBHGLA_03230	COG2520	tRNA_G37_N-methylase_Trm5	J	tRNA_modification	2.2e-62
GCA_000017945-FLGBHGLA_03240	-	-	-	-	-
GCA_000017945-FLGBHGLA_03250	-	-	-	-	-
GCA_000017945-FLGBHGLA_03260	-	-	-	-	-
GCA_000017945-FLGBHGLA_03270	COG2242	Precorrin-6B_methylase_2	H	Cobalamine/B12_biosynthesis	5.4e-15
GCA_000017945-FLGBHGLA_03280	COG5257	Translation_initiation_factor_2,_gamma_subunit_(eIF-2gamma;_GTPase)	J	Translation_factors	6.4e-201
GCA_000017945-FLGBHGLA_03290	COG0113	Delta-aminolevulinic_acid_dehydratase,_porphobilinogen_synthase	H	Heme_biosynthesis	2.5e-148
GCA_000017945-FLGBHGLA_03300	COG2013	AIM24_protein,_required_for_mitochondrial_respiration	C	-	2.4e-46
GCA_000017945-FLGBHGLA_03310	COG1517	CRISPR/Cas_system-associated_protein_Csx1,_contains_CARF_domain	V	CRISPR-Cas_system	2.3e-94
GCA_000017945-FLGBHGLA_03320	COG1336	CRISPR-Cas_system_type_III_CMR-effector_complex_subunit_Cmr4,_RAMP_superfamily_Cas7_group	V	CRISPR-Cas_system	2.2e-55
GCA_000017945-FLGBHGLA_03330	COG1353	CRISPR/Cas_system-associated_protein_Cas10,_large_subunit_of_type_III_CRISPR-Cas_systems,_contains_HD_superfamily_nuclease_domain	V	CRISPR-Cas_system	8.4e-87
GCA_000017945-FLGBHGLA_03340	COG1769	CRISPR-Cas_system_type_III_CMR-effector_complex_subunit_Cmr3,_RAMP_superfamily_Cas5_group	V	CRISPR-Cas_system	3.6e-06
GCA_000017945-FLGBHGLA_03350	-	-	-	-	-
GCA_000017945-FLGBHGLA_03360	COG0504	CTP_synthase_(UTP-ammonia_lyase)	F	Pyrimidine_biosynthesis	1.3e-203
GCA_000017945-FLGBHGLA_03370	COG0641	Sulfatase_maturation_enzyme_AslB,_radical_SAM_superfamily	O	-	2.6e-44
GCA_000017945-FLGBHGLA_03380	-	-	-	-	-
GCA_000017945-FLGBHGLA_03390	COG0041	Phosphoribosylcarboxyaminoimidazole_(NCAIR)_mutase	F	Purine_biosynthesis	2.3e-52
GCA_000017945-FLGBHGLA_03400	-	-	-	-	-
GCA_000017945-FLGBHGLA_03410	-	-	-	-	-
GCA_000017945-FLGBHGLA_03420	COG1515	Deoxyinosine_3'-endonuclease_(endonuclease_V)	L	-	2.2e-67
GCA_000017945-FLGBHGLA_03430	COG0142	Geranylgeranyl_pyrophosphate_synthase	H	Isoprenoid_biosynthesis	3e-50
GCA_000017945-FLGBHGLA_03440	-	-	-	-	-
GCA_000017945-FLGBHGLA_03450	COG0635	Coproporphyrinogen-III_oxidase_HemN__(oxygen-independent)_or_related_Fe-S_oxidoreductase	H	Heme_biosynthesis	9e-47
GCA_000017945-FLGBHGLA_03460	COG1892	Phosphoenolpyruvate_carboxylase	G	-	2.2e-136
GCA_000017945-FLGBHGLA_03470	COG1258	tRNA_U54_and_U55_pseudouridine_synthase_Pus10	J	tRNA_modification	1.3e-133
GCA_000017945-FLGBHGLA_03480	COG0483	Archaeal_fructose-1,6-bisphosphatase_or_related_enzyme,_inositol_monophosphatase_family	G	Gluconeogenesis	9e-35
GCA_000017945-FLGBHGLA_03490	COG3382	B3/B4_domain_(DNA/RNA-binding_domain_of_Phe-tRNA-synthetase)	R	-	3.2e-61
GCA_000017945-FLGBHGLA_03500	COG2509	FAD-dependent_dehydrogenase	R	-	2.3e-125
GCA_000017945-FLGBHGLA_03510	COG0104	Adenylosuccinate_synthase	F	Purine_biosynthesis	1.1e-89
GCA_000017945-FLGBHGLA_03520	COG0162	Tyrosyl-tRNA_synthetase	J	Aminoacyl-tRNA_synthetases	8.5e-57
GCA_000017945-FLGBHGLA_03530	COG1826	Twin-arginine_protein_secretion_pathway_components_TatA_and_TatB	U	-	9.9e-15
GCA_000017945-FLGBHGLA_03540	COG1926	Predicted_phosphoribosyltransferase	R	-	1.8e-60
GCA_000017945-FLGBHGLA_03550	-	-	-	-	-
GCA_000017945-FLGBHGLA_03560	COG2820	Uridine_phosphorylase	F	Pyrimidine_salvage	7.5e-73
GCA_000017945-FLGBHGLA_03570	COG0792	Predicted_endonuclease_distantly_related_to_archaeal_Holliday_junction_resolvase,_YraN/UPF0102_family	L	-	8.2e-11
GCA_000017945-FLGBHGLA_03580	-	-	-	-	-
GCA_000017945-FLGBHGLA_03590	COG1489	DNA-binding_protein,_stimulates_sugar_fermentation	GT	-	9e-40
GCA_000017945-FLGBHGLA_03600	COG0378	Hydrogenase/urease_maturation_factor_HypB,_Ni2+-binding_GTPase	O	-	1.9e-67
GCA_000017945-FLGBHGLA_03610	-	-	-	-	-
GCA_000017945-FLGBHGLA_03620	-	-	-	-	-
GCA_000017945-FLGBHGLA_03630	-	-	-	-	-
GCA_000017945-FLGBHGLA_03640	COG0727	Uncharacterized_protein_YkgJ,_contains_CxxCxxCC_motif	R	-	1.8e-17
GCA_000017945-FLGBHGLA_03650	-	-	-	-	-
GCA_000017945-FLGBHGLA_03660	COG0212	5-formyltetrahydrofolate_cyclo-ligase	H	-	9.2e-21
GCA_000017945-FLGBHGLA_03670	-	-	-	-	-
GCA_000017945-FLGBHGLA_03680	COG0442	Prolyl-tRNA_synthetase	J	Aminoacyl-tRNA_synthetases	1.1e-113
GCA_000017945-FLGBHGLA_03690	COG1980	Archaeal_fructose_1,6-bisphosphatase	G	-	7.1e-185
GCA_000017945-FLGBHGLA_03700	COG4717	Uncharacterized_conserved_protein_YhaN,_contains_AAA_domain	S	-	1.2e-12
GCA_000017945-FLGBHGLA_03710	-	-	-	-	-
GCA_000017945-FLGBHGLA_03720	COG1594	DNA-directed_RNA_polymerase,_subunit_M/Transcription_elongation_factor_TFIIS	K	RNA_polymerase	2.3e-12
GCA_000017945-FLGBHGLA_03730	-	-	-	-	-
GCA_000017945-FLGBHGLA_03740	COG1032	Radical_SAM_superfamily_enzyme_YgiQ,_UPF0313_family	R	-	2.2e-59
GCA_000017945-FLGBHGLA_03750	COG1341	Polynucleotide_5'-kinase,_involved_in_rRNA_processing	J	-	5.1e-79
GCA_000017945-FLGBHGLA_03760	COG5306	Uncharacterized_conserved_protein_MJ1470,_contains_DUF2341_domain,_predicted_component_of_type_IV_pili-like_system	R	-	1e-08
GCA_000017945-FLGBHGLA_03770	-	-	-	-	-
GCA_000017945-FLGBHGLA_03780	-	-	-	-	-
GCA_000017945-FLGBHGLA_03790	COG0009	tRNA_A37_threonylcarbamoyladenosine_synthetase_subunit_TsaC/SUA5/YrdC	J	tRNA_modification	3.3e-59
GCA_000017945-FLGBHGLA_03800	COG0805	Twin-arginine_protein_secretion_pathway_component_TatC	U	-	1.6e-49
GCA_000017945-FLGBHGLA_03810	COG1986	Non-canonical_(house-cleaning)_NTP_pyrophosphatase,_all-alpha_NTP-PPase_family	FV	-	1.7e-47
GCA_000017945-FLGBHGLA_03820	COG3425	3-hydroxy-3-methylglutaryl_CoA_synthase	I	Isoprenoid_biosynthesis	6.8e-110
GCA_000017945-FLGBHGLA_03830	COG0183	Acetyl-CoA_acetyltransferase	I	Fatty_acid_biosynthesis	6.5e-42
GCA_000017945-FLGBHGLA_03840	COG1545	Uncharacterized_OB-fold_protein,_contains_Zn-ribbon_domain	R	-	1.2e-23
GCA_000017945-FLGBHGLA_03850	COG0365	Acyl-coenzyme_A_synthetase/AMP-(fatty)_acid_ligase	I	-	8.8e-77
GCA_000017945-FLGBHGLA_03860	-	-	-	-	-
GCA_000017945-FLGBHGLA_03870	COG0697	Permease_of_the_drug/metabolite_transporter_(DMT)_superfamily	GER	-	1.5e-39
GCA_000017945-FLGBHGLA_03880	COG2412	Uncharacterized_conserved_protein,_DUF424_domain	S	-	1.6e-29
GCA_000017945-FLGBHGLA_03890	COG0111	Phosphoglycerate_dehydrogenase_or_related_dehydrogenase	H	Serine_biosynthesis	2.1e-97
GCA_000017945-FLGBHGLA_03900	COG0141	Histidinol_dehydrogenase	E	Histidine_biosynthesis	3.3e-97
GCA_000017945-FLGBHGLA_03910	COG1042	Acyl-CoA_synthetase_(NDP_forming)	C	-	8.1e-27
GCA_000017945-FLGBHGLA_03920	COG1042	Acyl-CoA_synthetase_(NDP_forming)	C	-	2.7e-111
GCA_000017945-FLGBHGLA_03930	COG4352	Ribosomal_protein_L13E	J	Archaeal_ribosomal_proteins	6.6e-30
GCA_000017945-FLGBHGLA_03940	-	-	-	-	-
GCA_000017945-FLGBHGLA_03950	COG0163	Flavin_prenyltransferase_UbiX	H	Ubiquinone_biosynthesis	4.7e-54
GCA_000017945-FLGBHGLA_03960	-	-	-	-	-
GCA_000017945-FLGBHGLA_03970	COG2170	Gamma-glutamyl:cysteine_ligase_YbdK,_ATP-grasp_superfamily	O	-	2.4e-06
GCA_000017945-FLGBHGLA_03980	COG2814	Predicted_arabinose_efflux_permease_AraJ,_MFS_family	G	-	3.6e-31
GCA_000017945-FLGBHGLA_03990	COG0413	Ketopantoate_hydroxymethyltransferase	H	Pantothenate/CoA_biosynthesis	1.4e-117
GCA_000017945-FLGBHGLA_04000	COG1690	RNA-splicing_ligase_RtcB,_repairs_tRNA_damage	J	-	1.2e-156
GCA_000017945-FLGBHGLA_04010	COG0475	Kef-type_K+_transport_system,_membrane_component_KefB	P	-	4.2e-33
GCA_000017945-FLGBHGLA_04020	COG0693	Protein/nucleotide_deglycase,_PfpI/YajL/DJ-1_family_(repair_of_methylglyoxal-glycated_proteins_and_nucleic_acids)	V	-	1.8e-36
GCA_000017945-FLGBHGLA_04030	-	-	-	-	-
GCA_000017945-FLGBHGLA_04040	COG4001	Uncharacterized_conserved_protein	S	-	1.2e-73
GCA_000017945-FLGBHGLA_04050	COG1228	Imidazolonepropionase_or_related_amidohydrolase	Q	-	4.3e-27
GCA_000017945-FLGBHGLA_04060	COG0663	Carbonic_anhydrase_or_acetyltransferase,_isoleucine_patch_superfamily	R	-	2.2e-09
GCA_000017945-FLGBHGLA_04070	COG0015	Adenylosuccinate_lyase	F	Purine_biosynthesis	3.8e-137
GCA_000017945-FLGBHGLA_04080	COG1324	Divalent_cation_tolerance_protein_CutA	P	-	9e-36
GCA_000017945-FLGBHGLA_04090	COG0721	Asp-tRNAAsn/Glu-tRNAGln_amidotransferase_C_subunit	J	Aminoacyl-tRNA_synthetases	3.7e-15
GCA_000017945-FLGBHGLA_04100	COG1630	ssDNA_and_dsDNA_5'-3'_nuclease_NurA,_repair_of_double-stranded_DNA_breaks	L	-	1.8e-11
GCA_000017945-FLGBHGLA_04110	-	-	-	-	-
GCA_000017945-FLGBHGLA_04120	-	-	-	-	-
GCA_000017945-FLGBHGLA_04130	-	-	-	-	-
GCA_000017945-FLGBHGLA_04140	COG0436	Aspartate/methionine/tyrosine_aminotransferase	E	Isoleucine,_leucine,_valine_biosynthesis	4.6e-71
GCA_000017945-FLGBHGLA_04150	COG0034	Glutamine_phosphoribosylpyrophosphate_amidotransferase	F	Purine_biosynthesis	1e-49
GCA_000017945-FLGBHGLA_04160	COG0069	Glutamate_synthase_domain_2	E	Glutamine_biosynthesis	9.5e-149
GCA_000017945-FLGBHGLA_04170	COG2271	Sugar_phosphate_permease	G	-	5.5e-08
GCA_000017945-FLGBHGLA_04180	-	-	-	-	-
GCA_000017945-FLGBHGLA_04190	COG0491	Glyoxylase_or_a_related_metal-dependent_hydrolase,_beta-lactamase_superfamily_II	R	-	2.3e-25
GCA_000017945-FLGBHGLA_04200	-	-	-	-	-
GCA_000017945-FLGBHGLA_04210	COG0301	Adenylyl-_and_sulfurtransferase_ThiI_(thiamine_and_tRNA_4-thiouridine_biosynthesis)	HJ	Thiamine_biosynthesis	2.8e-17
GCA_000017945-FLGBHGLA_04220	COG0409	Hydrogenase_maturation_factor_HypD	O	-	3.6e-130
GCA_000017945-FLGBHGLA_04230	COG1499	NMD_protein_affecting_ribosome_stability_and_mRNA_decay	J	-	1.1e-67
GCA_000017945-FLGBHGLA_04240	COG2140	Oxalate_decarboxylase/archaeal_phosphoglucose_isomerase,_cupin_superfamily	G	Glycolysis	9.3e-23
GCA_000017945-FLGBHGLA_04250	COG0382	4-hydroxybenzoate_polyprenyltransferase	H	Ubiquinone_biosynthesis	1.2e-36
GCA_000017945-FLGBHGLA_04260	COG1581	DNA/RNA-binding_protein_AlbA/Ssh10b	K	-	6.8e-25
GCA_000017945-FLGBHGLA_04270	COG1110	Reverse_gyrase	L	-	0
GCA_000017945-FLGBHGLA_04280	-	-	-	-	-
GCA_000017945-FLGBHGLA_04290	COG2048	Heterodisulfide_reductase,_subunit_B	C	-	1.3e-63
GCA_000017945-FLGBHGLA_04300	COG0108	3,4-dihydroxy-2-butanone_4-phosphate_synthase	H	Riboflavin/FAD_biosynthesis	7.4e-39
GCA_000017945-FLGBHGLA_04310	-	-	-	-	-
GCA_000017945-FLGBHGLA_04320	COG2413	Predicted_nucleotidyltransferase	R	-	6.5e-88
GCA_000017945-FLGBHGLA_04330	COG1973	Hydrogenase_maturation_factor_HypE	O	-	3.3e-131
GCA_000017945-FLGBHGLA_04340	COG1646	Glycerol-1-phosphate_heptaprenyltransferase	I	-	6e-70
GCA_000017945-FLGBHGLA_04350	COG4888	Transcription_elongation_factor_Elf1,_contains_Zn-ribbon_domain	K	-	1.5e-23
GCA_000017945-FLGBHGLA_04360	COG5431	Predicted_nucleic_acid-binding_protein,_contains_SWIM-type_Zn-finger_domain	R	-	2.1e-19
GCA_000017945-FLGBHGLA_04370	COG0120	Ribose_5-phosphate_isomerase	G	Pentose_phosphate_pathway	2.7e-62
GCA_000017945-FLGBHGLA_04380	-	-	-	-	-
GCA_000017945-FLGBHGLA_04390	-	-	-	-	-
GCA_000017945-FLGBHGLA_04400	COG5360	Uncharacterized_conserved_protein,_heparinase_superfamily	R	-	7.2e-23
GCA_000017945-FLGBHGLA_04410	-	-	-	-	-
GCA_000017945-FLGBHGLA_04420	COG0159	Tryptophan_synthase_alpha_chain	E	Aromatic_amino_acid_biosynthesis	7.1e-43
GCA_000017945-FLGBHGLA_04430	-	-	-	-	-
GCA_000017945-FLGBHGLA_04440	-	-	-	-	-
GCA_000017945-FLGBHGLA_04450	-	-	-	-	-
GCA_000017945-FLGBHGLA_04460	-	-	-	-	-
GCA_000017945-FLGBHGLA_04470	COG3391	DNA-binding_beta-propeller_fold_protein_YncE	R	-	3.1e-06
GCA_000017945-FLGBHGLA_04480	-	-	-	-	-
GCA_000017945-FLGBHGLA_04490	COG5752	Signaling_protein_combining_a_Ser/Thr_protein_kinase_domain_and_the_GUN4/Ycf53_porphyrin-binding_domain	T	-	4.4e-12
GCA_000017945-FLGBHGLA_04500	COG1579	Predicted_nucleic_acid-binding_protein_DR0291,_contains_C4-type_Zn-ribbon_domain	R	-	1.7e-08
GCA_000017945-FLGBHGLA_04510	COG2110	O-acetyl-ADP-ribose_deacetylase_(regulator_of_RNase_III),_contains_Macro_domain	J	-	7.8e-48
GCA_000017945-FLGBHGLA_04520	-	-	-	-	-
