accession	KO_hmm	e_value	bit_score	bit_score_cutoff	Definition	confidence
GCA_000017945-FLGBHGLA_06710	K04767	3.4e-41	138.0	129.73	acetoin_utilization_protein_AcuB	high_score
GCA_000017945-FLGBHGLA_06720	K01101	1.7e-60	201.6	264.60	4-nitrophenyl_phosphatase_[EC:3.1.3.41]	-
GCA_000017945-FLGBHGLA_06730	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_06740	K13798	0	1770.7	1540.23	DNA-directed_RNA_polymerase_subunit_B_[EC:2.7.7.6]	high_score
GCA_000017945-FLGBHGLA_06750	K03053	2.5e-29	97.8	96.93	DNA-directed_RNA_polymerase_subunit_H_[EC:2.7.7.6]	high_score
GCA_000017945-FLGBHGLA_06760	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_06770	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_06780	K07182	1.8e-29	99.9	124.13	CBS_domain-containing_protein	-
GCA_000017945-FLGBHGLA_06790	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_06800	K20215	3e-64	213.9	295.90	diphthine_synthase_[EC:2.1.1.98]	-
GCA_000017945-FLGBHGLA_06810	K07722	3e-12	43.8	48.20	CopG_family_transcriptional_regulator,_nickel-responsive_regulator	-
GCA_000017945-FLGBHGLA_06820	K00286	2.5e-43	145.3	52.53	pyrroline-5-carboxylate_reductase_[EC:1.5.1.2]	high_score
GCA_000017945-FLGBHGLA_06830	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_06840	K07060	1.2e-44	148.8	75.47	endoribonuclease_Nob1_[EC:3.1.-.-]	high_score
GCA_000017945-FLGBHGLA_06850	K05873	1.1e-09	35.4	70.77	adenylate_cyclase,_class_2_[EC:4.6.1.1]	-
GCA_000017945-FLGBHGLA_06860	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_06870	K05831	1.1e-98	327.7	296.57	LysW-gamma-L-lysine/LysW-L-ornithine_carboxypeptidase	high_score
GCA_000017945-FLGBHGLA_06880	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_06890	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_06900	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_06910	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_06920	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_06930	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_06940	K18367	5.2e-163	539.6	453.90	CoA-dependent_NAD(P)H_sulfur_oxidoreductase_[EC:1.8.1.18]	high_score
GCA_000017945-FLGBHGLA_06950	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_06960	K17218	2.4e-66	221.3	212.37	sulfide:quinone_oxidoreductase_[EC:1.8.5.4]	high_score
GCA_000017945-FLGBHGLA_06970	K04656	9.6e-234	774.8	93.87	hydrogenase_maturation_protein_HypF	high_score
GCA_000017945-FLGBHGLA_06980	K07178	2.3e-82	274.5	156.73	RIO_kinase_1_[EC:2.7.11.1]	high_score
GCA_000017945-FLGBHGLA_06990	K03236	3.7e-26	88.8	58.43	translation_initiation_factor_1A	high_score
GCA_000017945-FLGBHGLA_07000	K02991	7.1e-32	107.7	54.93	small_subunit_ribosomal_protein_S6e	high_score
GCA_000017945-FLGBHGLA_07010	K01676	8.8e-108	358.0	343.50	fumarate_hydratase,_class_I_[EC:4.2.1.2]	high_score
GCA_000017945-FLGBHGLA_07020	K02118	5.7e-229	757.3	709.23	V/A-type_H+/Na+-transporting_ATPase_subunit_B	high_score
GCA_000017945-FLGBHGLA_07030	K02120	9e-52	172.8	155.97	V/A-type_H+/Na+-transporting_ATPase_subunit_D	high_score
GCA_000017945-FLGBHGLA_07040	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_07050	K02124	3e-18	62.9	57.30	V/A-type_H+/Na+-transporting_ATPase_subunit_K	high_score
GCA_000017945-FLGBHGLA_07060	K01845	4.9e-166	549.8	285.57	glutamate-1-semialdehyde_2,1-aminomutase_[EC:5.4.3.8]	high_score
GCA_000017945-FLGBHGLA_07070	K01749	2.5e-85	283.4	58.43	hydroxymethylbilane_synthase_[EC:2.5.1.61]	high_score
GCA_000017945-FLGBHGLA_07080	K09900	7.7e-07	26.3	49.20	uncharacterized_protein	-
GCA_000017945-FLGBHGLA_07090	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_07100	K11782	9.7e-20	67.9	158.43	chorismate_dehydratase_[EC:4.2.1.151]	-
GCA_000017945-FLGBHGLA_07110	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_07120	K01470	1.5e-57	191.8	69.00	creatinine_amidohydrolase_[EC:3.5.2.10]	high_score
GCA_000017945-FLGBHGLA_07130	K02319	1.1e-205	682.2	548.60	DNA_polymerase,_archaea_type_[EC:2.7.7.7]	high_score
GCA_000017945-FLGBHGLA_07140	K04799	2.7e-116	385.8	228.97	flap_endonuclease-1_[EC:3.-.-.-]	high_score
GCA_000017945-FLGBHGLA_07150	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_07160	K13525	0	1050.0	807.50	transitional_endoplasmic_reticulum_ATPase	high_score
GCA_000017945-FLGBHGLA_07170	K09128	1.7e-34	115.3	116.50	uncharacterized_protein	-
GCA_000017945-FLGBHGLA_07180	K09123	2.2e-59	198.2	306.03	cis-L-3-hydroxyproline_dehydratase_[EC:4.2.1.171]	-
GCA_000017945-FLGBHGLA_07190	K01803	9.7e-20	68.1	26.60	triosephosphate_isomerase_(TIM)_[EC:5.3.1.1]	high_score
GCA_000017945-FLGBHGLA_07200	K14574	4.8e-52	173.8	60.33	ribosome_maturation_protein_SDO1	high_score
GCA_000017945-FLGBHGLA_07210	K03639	1.9e-79	264.1	178.13	GTP_3',8-cyclase_[EC:4.1.99.22]	high_score
GCA_000017945-FLGBHGLA_07220	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_07230	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_07240	K07013	4.5e-28	95.8	65.20	uncharacterized_protein	high_score
GCA_000017945-FLGBHGLA_07250	K03709	4.5e-31	105.0	109.80	DtxR_family_transcriptional_regulator,_Mn-dependent_transcriptional_regulator	-
GCA_000017945-FLGBHGLA_07260	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_07270	K07101	4.7e-44	147.0	104.57	uncharacterized_protein	high_score
GCA_000017945-FLGBHGLA_07280	K17830	1.7e-41	139.2	246.87	digeranylgeranylglycerophospholipid_reductase_[EC:1.3.1.101_1.3.7.11]	-
GCA_000017945-FLGBHGLA_07290	K03718	1e-43	145.5	137.20	Lrp/AsnC_family_transcriptional_regulator,_regulator_for_asnA,_asnC_and_gidA	high_score
GCA_000017945-FLGBHGLA_07300	K21947	2.8e-77	256.6	280.03	tRNA-5-methyluridine54_2-sulfurtransferase_[EC:2.8.1.15]	-
GCA_000017945-FLGBHGLA_07310	K14441	2.3e-09	33.5	388.33	ribosomal_protein_S12_methylthiotransferase_[EC:2.8.4.4]	-
GCA_000017945-FLGBHGLA_07320	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_07330	K09156	8.3e-09	31.8	91.60	taxis_protein_CheF	-
GCA_000017945-FLGBHGLA_07340	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_07350	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_07360	K04802	5.9e-37	124.3	65.87	proliferating_cell_nuclear_antigen	high_score
GCA_000017945-FLGBHGLA_07370	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_07380	K06915	1.4e-33	113.7	126.90	uncharacterized_protein	-
GCA_000017945-FLGBHGLA_07390	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_07400	K00390	2.2e-47	158.6	166.83	phosphoadenosine_phosphosulfate_reductase_[EC:1.8.4.8_1.8.4.10]	-
GCA_000017945-FLGBHGLA_07410	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_07420	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_07430	K04794	8.8e-48	158.7	36.90	peptidyl-tRNA_hydrolase,_PTH2_family_[EC:3.1.1.29]	high_score
GCA_000017945-FLGBHGLA_07440	K15566	1.1e-88	294.3	184.00	tRNA_(adenine9-N1/guanine9-N1)-methyltransferase_[EC:2.1.1.218_2.1.1.221]	high_score
GCA_000017945-FLGBHGLA_07450	K02282	5.6e-21	71.9	172.03	pilus_assembly_protein_CpaE	-
GCA_000017945-FLGBHGLA_07460	K02979	2.2e-27	91.7	47.47	small_subunit_ribosomal_protein_S28e	high_score
GCA_000017945-FLGBHGLA_07470	K02896	6.5e-22	75.4	29.57	large_subunit_ribosomal_protein_L24e	high_score
GCA_000017945-FLGBHGLA_07480	K00940	1.2e-57	191.5	139.73	nucleoside-diphosphate_kinase_[EC:2.7.4.6]	high_score
GCA_000017945-FLGBHGLA_07490	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_07500	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_07510	K05829	5.1e-140	463.5	403.77	LysW-gamma-L-alpha-aminoadipyl-6-phosphate/LysW-L-glutamyl-5-phosphate_reductase_[EC:1.2.1.-]	high_score
GCA_000017945-FLGBHGLA_07520	K11956	6.4e-60	200.2	357.33	neutral_amino_acid_transport_system_permease_protein	-
GCA_000017945-FLGBHGLA_07530	K01998	6.8e-75	249.2	216.13	branched-chain_amino_acid_transport_system_permease_protein	high_score
GCA_000017945-FLGBHGLA_07540	K01995	2.5e-89	295.8	265.30	branched-chain_amino_acid_transport_system_ATP-binding_protein	high_score
GCA_000017945-FLGBHGLA_07550	K11958	3e-90	298.5	363.47	neutral_amino_acid_transport_system_ATP-binding_protein	-
GCA_000017945-FLGBHGLA_07560	K09903	7e-31	104.6	78.10	uridylate_kinase_[EC:2.7.4.22]	high_score
GCA_000017945-FLGBHGLA_07570	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_07580	K06915	1.1e-78	262.3	126.90	uncharacterized_protein	high_score
GCA_000017945-FLGBHGLA_07590	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_07600	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_07610	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_07620	K01255	2e-129	429.9	386.00	leucyl_aminopeptidase_[EC:3.4.11.1]	high_score
GCA_000017945-FLGBHGLA_07630	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_07640	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_07650	K03609	7.5e-20	68.8	187.53	septum_site-determining_protein_MinD	-
GCA_000017945-FLGBHGLA_07660	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_07670	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_07680	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_07690	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_07700	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_07710	K00549	3.1e-85	283.4	44.37	5-methyltetrahydropteroyltriglutamate--homocysteine_methyltransferase_[EC:2.1.1.14]	high_score
GCA_000017945-FLGBHGLA_07720	K00549	7.1e-33	111.1	44.37	5-methyltetrahydropteroyltriglutamate--homocysteine_methyltransferase_[EC:2.1.1.14]	high_score
GCA_000017945-FLGBHGLA_07730	K03183	8.6e-23	78.2	216.67	demethylmenaquinone_methyltransferase_/_2-methoxy-6-polyprenyl-1,4-benzoquinol_methylase_[EC:2.1.1.163_2.1.1.201]	-
GCA_000017945-FLGBHGLA_07740	K07725	2.6e-08	30.8	73.63	CRISPR-associated_protein_Csa3	-
GCA_000017945-FLGBHGLA_07750	K09142	4.5e-34	115.2	49.97	uncharacterized_protein	high_score
GCA_000017945-FLGBHGLA_07760	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_07770	K15017	1.2e-89	297.6	702.03	malonyl-CoA/succinyl-CoA_reductase_(NADPH)_[EC:1.2.1.75_1.2.1.76]	-
GCA_000017945-FLGBHGLA_07780	K18668	5.2e-07	25.9	47.97	ribonuclease_ZC3H12_[EC:3.1.-.-]	-
GCA_000017945-FLGBHGLA_07790	K00765	9.9e-86	284.8	49.50	ATP_phosphoribosyltransferase_[EC:2.4.2.17]	high_score
GCA_000017945-FLGBHGLA_07800	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_07810	K00945	1.8e-16	57.6	36.27	CMP/dCMP_kinase_[EC:2.7.4.25]	high_score
GCA_000017945-FLGBHGLA_07820	K03593	5.1e-100	331.7	116.67	ATP-binding_protein_involved_in_chromosome_partitioning	high_score
GCA_000017945-FLGBHGLA_07830	K00869	7.2e-64	213.0	150.87	mevalonate_kinase_[EC:2.7.1.36]	high_score
GCA_000017945-FLGBHGLA_07840	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_07850	K09721	3.9e-37	123.1	79.63	uncharacterized_protein	high_score
GCA_000017945-FLGBHGLA_07860	K22469	5.7e-124	411.4	342.80	probable_ribonuclease_FAU-1_[EC:3.1.26.-]	high_score
GCA_000017945-FLGBHGLA_07870	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_07880	K19664	5.8e-58	192.2	104.73	CDP-2,3-bis-(O-geranylgeranyl)-sn-glycerol_synthase_[EC:2.7.7.67]	high_score
GCA_000017945-FLGBHGLA_07890	K11130	1.2e-14	51.2	26.50	H/ACA_ribonucleoprotein_complex_subunit_3	high_score
GCA_000017945-FLGBHGLA_07900	K03237	4.4e-62	206.9	88.47	translation_initiation_factor_2_subunit_1	high_score
GCA_000017945-FLGBHGLA_07910	K00939	3.4e-12	43.8	115.43	adenylate_kinase_[EC:2.7.4.3]	-
GCA_000017945-FLGBHGLA_07920	K02995	2.5e-25	86.4	49.53	small_subunit_ribosomal_protein_S8e	high_score
GCA_000017945-FLGBHGLA_07930	K03105	6.1e-21	72.2	23.43	signal_recognition_particle_subunit_SRP19	high_score
GCA_000017945-FLGBHGLA_07940	K07569	1.8e-08	31.3	49.30	RNA-binding_protein	-
GCA_000017945-FLGBHGLA_07950	K03124	7.1e-17	58.9	149.93	transcription_initiation_factor_TFIIB	-
GCA_000017945-FLGBHGLA_07960	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_07970	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_07980	K02500	7.3e-125	412.2	236.33	imidazole_glycerol-phosphate_synthase_subunit_HisF_[EC:4.3.2.10]	high_score
GCA_000017945-FLGBHGLA_07990	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_08000	K01001	7e-49	163.7	115.67	UDP-N-acetylglucosamine--dolichyl-phosphate_N-acetylglucosaminephosphotransferase_[EC:2.7.8.15]	high_score
GCA_000017945-FLGBHGLA_08010	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_08020	K01804	7.1e-06	21.8	112.93	L-arabinose_isomerase_[EC:5.3.1.4]	-
GCA_000017945-FLGBHGLA_08030	K02889	2.6e-24	82.6	44.87	large_subunit_ribosomal_protein_L21e	high_score
GCA_000017945-FLGBHGLA_08040	K01737	1.7e-14	51.2	23.30	6-pyruvoyltetrahydropterin/6-carboxytetrahydropterin_synthase_[EC:4.2.3.12_4.1.2.50]	high_score
GCA_000017945-FLGBHGLA_08050	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_08060	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_08070	K11884	1.3e-23	80.3	113.43	RNA-binding_protein_PNO1	-
GCA_000017945-FLGBHGLA_08080	K09717	4.2e-42	141.4	101.83	uncharacterized_protein	high_score
GCA_000017945-FLGBHGLA_08090	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_08100	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_08110	K06989	7.9e-18	61.9	97.60	aspartate_dehydrogenase_[EC:1.4.1.21]	-
GCA_000017945-FLGBHGLA_08120	K06927	2.4e-53	178.6	94.73	diphthine-ammonia_ligase_[EC:6.3.1.14]	high_score
GCA_000017945-FLGBHGLA_08130	K08094	4.8e-67	222.2	99.83	6-phospho-3-hexuloisomerase_[EC:5.3.1.27]	high_score
GCA_000017945-FLGBHGLA_08140	K03716	2.3e-21	73.2	120.67	spore_photoproduct_lyase_[EC:4.1.99.14]	-
GCA_000017945-FLGBHGLA_08150	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_08160	K14568	2e-29	99.8	46.20	rRNA_small_subunit_pseudouridine_methyltransferase_Nep1_[EC:2.1.1.260]	high_score
GCA_000017945-FLGBHGLA_08170	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_08180	K02921	1.7e-23	79.7	33.33	large_subunit_ribosomal_protein_L37Ae	high_score
GCA_000017945-FLGBHGLA_08190	K14561	9.3e-19	64.9	201.50	U3_small_nucleolar_ribonucleoprotein_protein_IMP4	-
GCA_000017945-FLGBHGLA_08200	K09741	1.6e-16	57.4	46.23	KEOPS_complex_subunit_Pcc1	high_score
GCA_000017945-FLGBHGLA_08210	K06883	5.5e-37	125.0	66.97	uncharacterized_protein	high_score
GCA_000017945-FLGBHGLA_08220	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_08230	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_08240	K03799	1.8e-54	182.2	122.70	heat_shock_protein_HtpX_[EC:3.4.24.-]	high_score
GCA_000017945-FLGBHGLA_08250	K08162	5.6e-10	35.5	275.20	MFS_transporter,_DHA1_family,_multidrug_resistance_protein	-
GCA_000017945-FLGBHGLA_08260	K08358	3.6e-56	186.9	245.47	tetrathionate_reductase_subunit_B	-
GCA_000017945-FLGBHGLA_08270	K08352	5.7e-130	431.7	516.43	thiosulfate_reductase_/_polysulfide_reductase_chain_A_[EC:1.8.5.5]	-
GCA_000017945-FLGBHGLA_08280	K17221	9.9e-12	41.3	987.53	sulfur_reductase_membrane_anchor	-
GCA_000017945-FLGBHGLA_08290	K01823	1.5e-11	42.0	29.27	isopentenyl-diphosphate_Delta-isomerase_[EC:5.3.3.2]	high_score
GCA_000017945-FLGBHGLA_08300	K01693	1.8e-53	178.2	266.40	imidazoleglycerol-phosphate_dehydratase_[EC:4.2.1.19]	-
GCA_000017945-FLGBHGLA_08310	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_08320	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_08330	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_08340	K11997	6e-08	29.0	366.17	tripartite_motif-containing_protein_2/3	-
GCA_000017945-FLGBHGLA_08350	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_08360	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_08370	K02691	2.7e-24	81.9	131.40	photosystem_I_subunit_VII	-
GCA_000017945-FLGBHGLA_08380	K04798	6e-22	74.8	51.90	prefoldin_beta_subunit	high_score
GCA_000017945-FLGBHGLA_08390	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_08400	K06881	6.4e-30	101.1	197.60	bifunctional_oligoribonuclease_and_PAP_phosphatase_NrnA_[EC:3.1.3.7_3.1.13.3]	-
GCA_000017945-FLGBHGLA_08410	K00694	1.5e-27	93.0	271.80	cellulose_synthase_(UDP-forming)_[EC:2.4.1.12]	-
GCA_000017945-FLGBHGLA_08420	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_08430	K18779	6.3e-27	91.2	374.97	7-cyano-7-deazaguanine_tRNA-ribosyltransferase_[EC:2.4.2.48]	-
GCA_000017945-FLGBHGLA_08440	K16318	1.5e-101	336.9	262.07	tRNA_(guanine6-N2)-methyltransferase_[EC:2.1.1.256]	high_score
GCA_000017945-FLGBHGLA_08450	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_08460	K03636	1.3e-16	58.7	35.60	sulfur-carrier_protein	high_score
GCA_000017945-FLGBHGLA_08470	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_08480	K06971	2.9e-78	259.6	87.60	uncharacterized_protein	high_score
GCA_000017945-FLGBHGLA_08490	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_08500	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_08510	K09154	1.4e-10	38.1	81.90	uncharacterized_protein	-
GCA_000017945-FLGBHGLA_08520	K04651	2.3e-29	98.6	35.43	hydrogenase_nickel_incorporation_protein_HypA/HybF	high_score
GCA_000017945-FLGBHGLA_08530	K06937	1.6e-179	594.6	169.87	7,8-dihydro-6-hydroxymethylpterin_dimethyltransferase_[EC:2.1.1.-]	high_score
GCA_000017945-FLGBHGLA_08540	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_08550	K07743	3.2e-38	126.9	58.53	transcriptional_regulator	high_score
GCA_000017945-FLGBHGLA_08560	K03893	3.5e-57	191.1	80.43	arsenical_pump_membrane_protein	high_score
GCA_000017945-FLGBHGLA_08570	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_08580	K04767	9.6e-07	25.6	129.73	acetoin_utilization_protein_AcuB	-
GCA_000017945-FLGBHGLA_08590	K01470	6.1e-27	91.7	69.00	creatinine_amidohydrolase_[EC:3.5.2.10]	high_score
GCA_000017945-FLGBHGLA_08600	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_08610	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_08620	K07565	2.4e-08	30.7	39.50	60S_ribosome_subunit_biogenesis_protein_NIP7	-
GCA_000017945-FLGBHGLA_08630	K07477	7.6e-45	149.9	121.43	translin	high_score
GCA_000017945-FLGBHGLA_08640	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_08650	K02927	9.3e-09	32.3	178.03	large_subunit_ribosomal_protein_L40e	-
GCA_000017945-FLGBHGLA_08660	K22225	1.7e-64	213.2	144.63	siroheme_decarboxylase_[EC:4.1.1.111]	high_score
GCA_000017945-FLGBHGLA_08670	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_08680	K22585	1.7e-98	327.2	232.37	DNA_repair_protein_NreA	high_score
GCA_000017945-FLGBHGLA_08690	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_08700	K01923	1.1e-50	169.6	137.00	phosphoribosylaminoimidazole-succinocarboxamide_synthase_[EC:6.3.2.6]	high_score
GCA_000017945-FLGBHGLA_08710	K23264	2.6e-15	53.6	42.73	phosphoribosylformylglycinamidine_synthase_subunit_PurS_[EC:6.3.5.3]	high_score
GCA_000017945-FLGBHGLA_08720	K23265	2.8e-68	226.6	184.50	phosphoribosylformylglycinamidine_synthase_subunit_PurQ_/_glutaminase_[EC:6.3.5.3_3.5.1.2]	high_score
GCA_000017945-FLGBHGLA_08730	K07745	4.1e-68	225.4	125.47	transcriptional_regulator	high_score
GCA_000017945-FLGBHGLA_08740	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_08750	K07176	1.7e-64	214.0	117.40	putative_serine/threonine_protein_kinase	high_score
GCA_000017945-FLGBHGLA_08760	K07558	1.1e-123	410.3	289.20	tRNA_nucleotidyltransferase_(CCA-adding_enzyme)_[EC:2.7.7.72]	high_score
GCA_000017945-FLGBHGLA_08770	K01975	6.9e-44	147.2	56.83	RNA_2',3'-cyclic_3'-phosphodiesterase_[EC:3.1.4.58]	high_score
GCA_000017945-FLGBHGLA_08780	K03057	1.2e-38	129.2	85.20	transcription_factor_S	high_score
GCA_000017945-FLGBHGLA_08790	K01868	2.1e-104	347.3	124.90	threonyl-tRNA_synthetase_[EC:6.1.1.3]	high_score
GCA_000017945-FLGBHGLA_08800	K04802	5.1e-49	163.8	65.87	proliferating_cell_nuclear_antigen	high_score
GCA_000017945-FLGBHGLA_08810	K02683	3.9e-77	256.9	233.03	DNA_primase_small_subunit_[EC:2.7.7.102]	high_score
GCA_000017945-FLGBHGLA_08820	K06940	2e-07	28.5	28.17	uncharacterized_protein	high_score
GCA_000017945-FLGBHGLA_08830	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_08840	K01506	1.1e-41	139.7	256.13	5-aminopentanamidase_[EC:3.5.1.30]	-
GCA_000017945-FLGBHGLA_08850	K10947	2.2e-11	40.7	53.47	PadR_family_transcriptional_regulator,_regulatory_protein_PadR	-
GCA_000017945-FLGBHGLA_08860	K05825	2.5e-154	511.0	375.90	2-aminoadipate_transaminase_[EC:2.6.1.-]	high_score
GCA_000017945-FLGBHGLA_08870	K02953	4.2e-45	150.3	200.83	small_subunit_ribosomal_protein_S13e	-
GCA_000017945-FLGBHGLA_08880	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_08890	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_08900	K02984	1.7e-45	152.7	52.10	small_subunit_ribosomal_protein_S3Ae	high_score
GCA_000017945-FLGBHGLA_08910	K10773	3.1e-49	164.4	125.43	endonuclease_III_[EC:4.2.99.18]	high_score
GCA_000017945-FLGBHGLA_08920	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_08930	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_08940	K06920	8.8e-61	202.2	92.63	7-cyano-7-deazaguanine_synthase_[EC:6.3.4.20]	high_score
GCA_000017945-FLGBHGLA_08950	K11784	1.1e-117	389.8	428.67	cyclic_dehypoxanthinyl_futalosine_synthase_[EC:1.21.98.1]	-
GCA_000017945-FLGBHGLA_08960	K06885	1.2e-74	248.8	255.90	uncharacterized_protein	-
GCA_000017945-FLGBHGLA_08970	K20885	8.1e-25	84.3	266.70	beta-1,2-mannobiose_phosphorylase_/_1,2-beta-oligomannan_phosphorylase_[EC:2.4.1.339_2.4.1.340]	-
GCA_000017945-FLGBHGLA_08980	K01858	2.2e-53	178.8	57.33	myo-inositol-1-phosphate_synthase_[EC:5.5.1.4]	high_score
GCA_000017945-FLGBHGLA_08990	K06217	1.8e-30	103.4	191.60	phosphate_starvation-inducible_protein_PhoH_and_related_proteins	-
GCA_000017945-FLGBHGLA_09000	K23144	1.2e-117	390.0	417.77	UDP-N-acetylglucosamine_diphosphorylase_/_glucose-1-phosphate_thymidylyltransferase_/_UDP-N-acetylgalactosamine_diphosphorylase_/_glucosamine-1-phosphate_N-acetyltransferase_/_galactosamine-1-phosphate_N-acetyltransferase_[EC:2.7.7.23_2.7.7.24_2.7.7.83_2.3.1.157_2.3.1.276]	-
GCA_000017945-FLGBHGLA_09010	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_09020	K11785	1.5e-97	323.1	255.93	1,4-dihydroxy-6-naphthoate_synthase_[EC:1.14.-.-]	high_score
GCA_000017945-FLGBHGLA_09030	K07114	1.3e-07	28.8	82.77	Ca-activated_chloride_channel_homolog	-
GCA_000017945-FLGBHGLA_09040	K00573	3e-82	272.6	81.13	protein-L-isoaspartate(D-aspartate)_O-methyltransferase_[EC:2.1.1.77]	high_score
GCA_000017945-FLGBHGLA_09050	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_09060	K01892	9.4e-84	278.7	252.40	histidyl-tRNA_synthetase_[EC:6.1.1.21]	high_score
GCA_000017945-FLGBHGLA_09070	K01507	1.3e-48	162.7	20.73	inorganic_pyrophosphatase_[EC:3.6.1.1]	high_score
GCA_000017945-FLGBHGLA_09080	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_09090	K21454	2e-08	31.0	111.53	MarR_family_transcriptional_regulator,_teicoplanin-associated_locus_regulator	-
GCA_000017945-FLGBHGLA_09100	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_09110	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_09120	K15778	5.2e-102	338.8	421.63	phosphomannomutase_/_phosphoglucomutase_[EC:5.4.2.8_5.4.2.2]	-
GCA_000017945-FLGBHGLA_09130	K10716	2.6e-25	86.8	140.93	voltage-gated_potassium_channel	-
GCA_000017945-FLGBHGLA_09140	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_09150	K21219	2.5e-110	366.1	380.57	hydroxymethylpyrimidine_kinase_/_phosphomethylpyrimidine_kinase_/_thiamine-phosphate_diphosphorylase_[EC:2.7.1.49_2.7.4.7_2.5.1.3]	-
GCA_000017945-FLGBHGLA_09160	K06870	1.3e-118	394.3	142.23	uncharacterized_protein	high_score
