accession	TIRGR	TIGR_description	EC	TIGR_Evalue
GCA_000017945-FLGBHGLA_10830	-	-	-	-
GCA_000017945-FLGBHGLA_10840	-	-	-	-
GCA_000017945-FLGBHGLA_10850	-	-	-	-
GCA_000017945-FLGBHGLA_10860	-	-	-	-
GCA_000017945-FLGBHGLA_10870	TIGR00196	YjeF_family_C-terminal_domain	-	6.9e-53
GCA_000017945-FLGBHGLA_10880	-	-	-	-
GCA_000017945-FLGBHGLA_10890	TIGR02440	fatty_oxidation_complex,_alpha_subunit_FadJ	4.2.1.17|1.1.1.35|5.1.2.3	9.9e-100
GCA_000017945-FLGBHGLA_10900	TIGR00755	ribosomal_RNA_small_subunit_methyltransferase_A	2.1.1.182	9.7e-59
GCA_000017945-FLGBHGLA_10910	-	-	-	-
GCA_000017945-FLGBHGLA_10920	-	-	-	-
GCA_000017945-FLGBHGLA_10930	TIGR00596	DNA_repair_protein_(rad1)	-	3.7e-17
GCA_000017945-FLGBHGLA_10940	-	-	-	-
GCA_000017945-FLGBHGLA_10950	TIGR00183	isocitrate_dehydrogenase,_NADP-dependent	1.1.1.42	9.2e-175
GCA_000017945-FLGBHGLA_10960	-	-	-	-
GCA_000017945-FLGBHGLA_10970	TIGR00750	LAO/AO_transport_system_ATPase	2.7.-.-	1.8e-06
GCA_000017945-FLGBHGLA_10980	-	-	-	-
GCA_000017945-FLGBHGLA_10990	-	-	-	-
GCA_000017945-FLGBHGLA_11000	-	-	-	-
GCA_000017945-FLGBHGLA_11010	TIGR01877	CRISPR-associated_endoribonuclease_Cas6	3.1.-.-	6.7e-07
GCA_000017945-FLGBHGLA_11020	-	-	-	-
GCA_000017945-FLGBHGLA_11030	-	-	-	-
GCA_000017945-FLGBHGLA_11040	TIGR00287	CRISPR-associated_endonuclease_Cas1	3.1.-.-	3.5e-37
GCA_000017945-FLGBHGLA_11050	-	-	-	-
GCA_000017945-FLGBHGLA_11060	TIGR02179	2-oxoacid:acceptor_oxidoreductase,_delta_subunit,_pyruvate/2-ketoisovalerate_family	-	6.6e-10
GCA_000017945-FLGBHGLA_11070	TIGR03710	2-oxoacid:acceptor_oxidoreductase,_alpha_subunit	-	2e-30
GCA_000017945-FLGBHGLA_11080	TIGR02177	2-oxoacid:acceptor_oxidoreductase,_beta_subunit,_pyruvate/2-ketoisovalerate_family	-	5e-50
GCA_000017945-FLGBHGLA_11090	TIGR03710	2-oxoacid:acceptor_oxidoreductase,_alpha_subunit	-	1.1e-105
GCA_000017945-FLGBHGLA_11100	TIGR00126	deoxyribose-phosphate_aldolase	4.1.2.4	4.3e-35
GCA_000017945-FLGBHGLA_11110	-	-	-	-
GCA_000017945-FLGBHGLA_11120	-	-	-	-
GCA_000017945-FLGBHGLA_11130	-	-	-	-
GCA_000017945-FLGBHGLA_11140	-	-	-	-
GCA_000017945-FLGBHGLA_11150	-	-	-	-
GCA_000017945-FLGBHGLA_11160	TIGR03929	type_VII_secretion_protein_EsaA	-	2.6e-06
GCA_000017945-FLGBHGLA_11170	TIGR01188	daunorubicin_resistance_ABC_transporter,_ATP-binding_protein	-	1.1e-72
GCA_000017945-FLGBHGLA_11180	TIGR03699	dehypoxanthine_futalosine_cyclase	-	8.9e-116
GCA_000017945-FLGBHGLA_11190	TIGR01343	homoaconitate_hydratase_family_protein	-	1.6e-166
GCA_000017945-FLGBHGLA_11200	-	-	-	-
GCA_000017945-FLGBHGLA_11210	-	-	-	-
GCA_000017945-FLGBHGLA_11220	TIGR01052	DNA_topoisomerase_VI,_B_subunit	5.99.1.3	1.3e-163
GCA_000017945-FLGBHGLA_11230	TIGR04506	fluorothreonine_transaldolase	2.2.1.8	1.3e-72
GCA_000017945-FLGBHGLA_11240	TIGR00587	apurinic_endonuclease_(APN1)	-	6.2e-17
GCA_000017945-FLGBHGLA_11250	-	-	-	-
GCA_000017945-FLGBHGLA_11260	-	-	-	-
GCA_000017945-FLGBHGLA_11270	TIGR00393	sugar_isomerase,_KpsF/GutQ_family	-	2.9e-15
GCA_000017945-FLGBHGLA_11280	-	-	-	-
GCA_000017945-FLGBHGLA_11290	-	-	-	-
GCA_000017945-FLGBHGLA_11300	TIGR00118	acetolactate_synthase,_large_subunit,_biosynthetic_type	2.2.1.6	4.1e-190
GCA_000017945-FLGBHGLA_11310	-	-	-	-
GCA_000017945-FLGBHGLA_11320	-	-	-	-
GCA_000017945-FLGBHGLA_11330	TIGR01415	pyridoxal-phosphate_dependent_TrpB-like_enzyme	-	7.1e-198
GCA_000017945-FLGBHGLA_11340	TIGR01591	formate_dehydrogenase,_alpha_subunit	1.2.1.2	1.4e-52
GCA_000017945-FLGBHGLA_11350	TIGR01328	methionine_gamma-lyase	4.4.1.11	1.5e-102
GCA_000017945-FLGBHGLA_11360	TIGR01694	methylthioadenosine_phosphorylase	2.4.2.28	4.7e-106
GCA_000017945-FLGBHGLA_11370	-	-	-	-
GCA_000017945-FLGBHGLA_11380	TIGR00310	ZPR1_zinc_finger_domain	-	8.6e-49
GCA_000017945-FLGBHGLA_11390	-	-	-	-
GCA_000017945-FLGBHGLA_11400	TIGR04545	heme_b_synthase	1.3.99.-	2.1e-33
GCA_000017945-FLGBHGLA_11410	TIGR02032	geranylgeranyl_reductase_family	1.3.1.-	1.1e-55
GCA_000017945-FLGBHGLA_11420	-	-	-	-
GCA_000017945-FLGBHGLA_11430	TIGR00463	glutamate--tRNA_ligase	6.1.1.17	5.3e-156
GCA_000017945-FLGBHGLA_11440	TIGR01068	thioredoxin	-	8.9e-07
GCA_000017945-FLGBHGLA_11450	-	-	-	-
GCA_000017945-FLGBHGLA_11460	TIGR01418	phosphoenolpyruvate_synthase	2.7.9.2	0
GCA_000017945-FLGBHGLA_11470	TIGR01884	CRISPR_locus-related_DNA-binding_protein	-	1.5e-08
GCA_000017945-FLGBHGLA_11480	TIGR01934	ubiquinone/menaquinone_biosynthesis_methyltransferase	2.1.1.-	4.2e-08
GCA_000017945-FLGBHGLA_11490	-	-	-	-
GCA_000017945-FLGBHGLA_11500	-	-	-	-
GCA_000017945-FLGBHGLA_11510	-	-	-	-
GCA_000017945-FLGBHGLA_11520	-	-	-	-
GCA_000017945-FLGBHGLA_11530	-	-	-	-
GCA_000017945-FLGBHGLA_11540	-	-	-	-
GCA_000017945-FLGBHGLA_11550	-	-	-	-
GCA_000017945-FLGBHGLA_11560	-	-	-	-
GCA_000017945-FLGBHGLA_11570	TIGR00373	transcription_factor_E	-	1.4e-28
GCA_000017945-FLGBHGLA_11580	TIGR00675	DNA_(cytosine-5-)-methyltransferase	2.1.1.37	2.4e-47
GCA_000017945-FLGBHGLA_11590	-	-	-	-
GCA_000017945-FLGBHGLA_11600	-	-	-	-
GCA_000017945-FLGBHGLA_11610	TIGR00037	translation_elongation_factor_IF5A	-	1e-45
GCA_000017945-FLGBHGLA_11620	-	-	-	-
GCA_000017945-FLGBHGLA_11630	-	-	-	-
GCA_000017945-FLGBHGLA_11640	TIGR04315	octaheme_c-type_cytochrome,_tetrathionate_reductase_family	1.-.-.-	6.2e-61
GCA_000017945-FLGBHGLA_11650	-	-	-	-
GCA_000017945-FLGBHGLA_11660	TIGR01896	CRISPR-associated_protein_Cas4/Csa1,_subtype_I-A/APERN	-	4.2e-57
GCA_000017945-FLGBHGLA_11670	TIGR00287	CRISPR-associated_endonuclease_Cas1	3.1.-.-	6.5e-55
GCA_000017945-FLGBHGLA_11680	TIGR01573	CRISPR-associated_endonuclease_Cas2	-	6.6e-15
GCA_000017945-FLGBHGLA_11690	TIGR00372	CRISPR-associated_protein_Cas4	-	9.4e-20
GCA_000017945-FLGBHGLA_11700	TIGR01596	CRISPR-associated_endonuclease_Cas3-HD	3.1.-.-	4.7e-11
GCA_000017945-FLGBHGLA_11710	TIGR01587	CRISPR-associated_helicase_Cas3	-	3.6e-37
GCA_000017945-FLGBHGLA_11720	-	-	-	-
GCA_000017945-FLGBHGLA_11730	TIGR02593	CRISPR-associated_protein_Cas5	-	1.1e-07
GCA_000017945-FLGBHGLA_11740	TIGR02583	CRISPR-associated_protein_Cas7/Csa2,_subtype_I-A/APERN	-	3.2e-80
GCA_000017945-FLGBHGLA_11750	TIGR01878	CRISPR_type_I-A/APERN-associated_protein_Csa5	-	5.1e-06
GCA_000017945-FLGBHGLA_11760	TIGR01884	CRISPR_locus-related_DNA-binding_protein	-	4.9e-13
GCA_000017945-FLGBHGLA_11770	TIGR02902	ATP-dependent_protease_LonB	3.4.21.-	1.1e-07
GCA_000017945-FLGBHGLA_11780	-	-	-	-
GCA_000017945-FLGBHGLA_11790	TIGR01971	NADH-quinone_oxidoreductase,_chain_I	-	4.8e-20
GCA_000017945-FLGBHGLA_11800	-	-	-	-
GCA_000017945-FLGBHGLA_11810	-	-	-	-
GCA_000017945-FLGBHGLA_11820	TIGR01770	proton-translocating_NADH-quinone_oxidoreductase,_chain_N	-	6e-42
GCA_000017945-FLGBHGLA_11830	-	-	-	-
GCA_000017945-FLGBHGLA_11840	TIGR00483	translation_elongation_factor_EF-1,_subunit_alpha	-	6.8e-216
GCA_000017945-FLGBHGLA_11850	-	-	-	-
GCA_000017945-FLGBHGLA_11860	-	-	-	-
GCA_000017945-FLGBHGLA_11870	-	-	-	-
GCA_000017945-FLGBHGLA_11880	-	-	-	-
GCA_000017945-FLGBHGLA_11890	-	-	-	-
GCA_000017945-FLGBHGLA_11900	TIGR00398	methionine--tRNA_ligase	6.1.1.10	1.7e-155
GCA_000017945-FLGBHGLA_11910	-	-	-	-
GCA_000017945-FLGBHGLA_11920	-	-	-	-
GCA_000017945-FLGBHGLA_11930	-	-	-	-
GCA_000017945-FLGBHGLA_11940	TIGR03992	UDP-N-acetylglucosamine_diphosphorylase/glucosamine-1-phosphate_N-acetyltransferase	2.7.7.23|2.3.1.157	1.2e-44
GCA_000017945-FLGBHGLA_11950	-	-	-	-
GCA_000017945-FLGBHGLA_11960	-	-	-	-
GCA_000017945-FLGBHGLA_11970	TIGR00432	tRNA-guanine(15)_transglycosylase	2.4.2.48	2.5e-17
GCA_000017945-FLGBHGLA_11980	TIGR00162	TIGR00162_family_protein	-	5.8e-19
GCA_000017945-FLGBHGLA_11990	-	-	-	-
GCA_000017945-FLGBHGLA_12000	-	-	-	-
GCA_000017945-FLGBHGLA_12010	TIGR00374	TIGR00374_family_protein	-	5e-10
GCA_000017945-FLGBHGLA_12020	-	-	-	-
GCA_000017945-FLGBHGLA_12030	TIGR02748	heptaprenyl_diphosphate_synthase_component_II	2.5.1.30	5e-54
GCA_000017945-FLGBHGLA_12040	-	-	-	-
GCA_000017945-FLGBHGLA_12050	TIGR03743	conjugative_coupling_factor_TraD,_SXT/TOL_subfamily	-	2.3e-06
GCA_000017945-FLGBHGLA_12060	TIGR03307	phosphonate_metabolism_protein_PhnP	-	2.1e-24
GCA_000017945-FLGBHGLA_12070	TIGR04121	DEXH_box_helicase,_DNA_ligase-associated	3.6.4.-	1.1e-165
GCA_000017945-FLGBHGLA_12080	-	-	-	-
GCA_000017945-FLGBHGLA_12090	TIGR01357	3-dehydroquinate_synthase	4.2.3.4	4.9e-08
GCA_000017945-FLGBHGLA_12100	-	-	-	-
GCA_000017945-FLGBHGLA_12110	TIGR00293	prefoldin,_alpha_subunit	-	9.5e-16
GCA_000017945-FLGBHGLA_12120	TIGR00064	signal_recognition_particle-docking_protein_FtsY	-	3.4e-99
GCA_000017945-FLGBHGLA_12130	TIGR00327	protein_translocase_SEC61_complex_gamma_subunit,_archaeal_and_eukaryotic	-	8.9e-11
GCA_000017945-FLGBHGLA_12140	TIGR00405	transcription_elongation_factor_Spt5	-	1.1e-32
GCA_000017945-FLGBHGLA_12150	TIGR01632	ribosomal_protein_uL11	-	6.3e-25
GCA_000017945-FLGBHGLA_12160	TIGR01169	ribosomal_protein_uL1	-	1.2e-23
GCA_000017945-FLGBHGLA_12170	TIGR03685	50S_ribosomal_protein_P1	-	4.9e-07
GCA_000017945-FLGBHGLA_12180	-	-	-	-
GCA_000017945-FLGBHGLA_12190	TIGR00308	N2,N2-dimethylguanosine_tRNA_methyltransferase	2.1.1.-	1.8e-79
GCA_000017945-FLGBHGLA_12200	-	-	-	-
GCA_000017945-FLGBHGLA_12210	TIGR01753	flavodoxin	-	2e-12
GCA_000017945-FLGBHGLA_12220	TIGR03466	hopanoid-associated_sugar_epimerase	-	1.6e-08
GCA_000017945-FLGBHGLA_12230	-	-	-	-
GCA_000017945-FLGBHGLA_12240	-	-	-	-
GCA_000017945-FLGBHGLA_12250	-	-	-	-
GCA_000017945-FLGBHGLA_12260	-	-	-	-
GCA_000017945-FLGBHGLA_12270	TIGR01928	o-succinylbenzoate_synthase	4.2.1.113	4.2e-44
GCA_000017945-FLGBHGLA_12280	TIGR01444	methyltransferase,_FkbM_family	-	3.2e-08
GCA_000017945-FLGBHGLA_12290	-	-	-	-
GCA_000017945-FLGBHGLA_12300	TIGR00253	putative_RNA-binding_protein,_YhbY_family	-	3.8e-14
GCA_000017945-FLGBHGLA_12310	TIGR00040	phosphodiesterase,_MJ0936_family	3.1.-.-	5.2e-13
GCA_000017945-FLGBHGLA_12320	TIGR02021	magnesium_protoporphyrin_O-methyltransferase	2.1.1.11	4.6e-17
GCA_000017945-FLGBHGLA_12330	-	-	-	-
GCA_000017945-FLGBHGLA_12340	-	-	-	-
GCA_000017945-FLGBHGLA_12350	-	-	-	-
GCA_000017945-FLGBHGLA_12360	TIGR00041	dTMP_kinase	2.7.4.9	2.9e-06
GCA_000017945-FLGBHGLA_12370	TIGR00967	preprotein_translocase,_SecY_subunit	-	3.9e-68
GCA_000017945-FLGBHGLA_12380	-	-	-	-
GCA_000017945-FLGBHGLA_12390	TIGR02294	nickel_ABC_transporter,_nickel/metallophore_periplasmic_binding_protein	-	1e-08
GCA_000017945-FLGBHGLA_12400	TIGR00581	molybdenum_cofactor_biosynthesis_protein_C	-	2.2e-47
GCA_000017945-FLGBHGLA_12410	TIGR03869	proposed_F420-0_ABC_transporter,_permease_protein	-	6.5e-14
GCA_000017945-FLGBHGLA_12420	TIGR04281	putative_ABC_transporter_PGF-CTERM-modified_substrate-binding_protein	-	7.3e-19
GCA_000017945-FLGBHGLA_12430	TIGR03371	cellulose_synthase_operon_protein_YhjQ	-	6.1e-09
GCA_000017945-FLGBHGLA_12440	-	-	-	-
GCA_000017945-FLGBHGLA_12450	TIGR03614	pyrimidine_utilization_protein_B	-	2e-27
GCA_000017945-FLGBHGLA_12460	TIGR00191	homoserine_kinase	2.7.1.39	2.6e-53
GCA_000017945-FLGBHGLA_12470	-	-	-	-
GCA_000017945-FLGBHGLA_12480	TIGR02168	chromosome_segregation_protein_SMC	-	5.4e-12
GCA_000017945-FLGBHGLA_12490	-	-	-	-
GCA_000017945-FLGBHGLA_12500	TIGR00393	sugar_isomerase,_KpsF/GutQ_family	-	2.3e-11
GCA_000017945-FLGBHGLA_12510	-	-	-	-
GCA_000017945-FLGBHGLA_12520	TIGR02923	ATP_synthase_A1,_C_subunit	3.6.3.14	1.2e-11
GCA_000017945-FLGBHGLA_12530	-	-	-	-
GCA_000017945-FLGBHGLA_12540	-	-	-	-
GCA_000017945-FLGBHGLA_12550	-	-	-	-
GCA_000017945-FLGBHGLA_12560	-	-	-	-
GCA_000017945-FLGBHGLA_12570	TIGR01978	FeS_assembly_ATPase_SufC	-	3.7e-72
GCA_000017945-FLGBHGLA_12580	TIGR01980	FeS_assembly_protein_SufB	-	6.4e-109
GCA_000017945-FLGBHGLA_12590	-	-	-	-
GCA_000017945-FLGBHGLA_12600	TIGR01302	inosine-5'-monophosphate_dehydrogenase	1.1.1.205	1.7e-09
GCA_000017945-FLGBHGLA_12610	-	-	-	-
GCA_000017945-FLGBHGLA_12620	-	-	-	-
GCA_000017945-FLGBHGLA_12630	-	-	-	-
GCA_000017945-FLGBHGLA_12640	-	-	-	-
GCA_000017945-FLGBHGLA_12650	TIGR00471	phenylalanine--tRNA_ligase,_beta_subunit	6.1.1.20	1.5e-98
GCA_000017945-FLGBHGLA_12660	TIGR00468	phenylalanine--tRNA_ligase,_alpha_subunit	6.1.1.20	1.8e-93
GCA_000017945-FLGBHGLA_12670	TIGR00653	glutamine_synthetase,_type_I	6.3.1.2	8.4e-168
GCA_000017945-FLGBHGLA_12680	-	-	-	-
GCA_000017945-FLGBHGLA_12690	-	-	-	-
GCA_000017945-FLGBHGLA_12700	TIGR00249	phosphohistidine_phosphatase_SixA	3.1.3.-	1.9e-13
GCA_000017945-FLGBHGLA_12710	-	-	-	-
GCA_000017945-FLGBHGLA_12720	-	-	-	-
GCA_000017945-FLGBHGLA_12730	-	-	-	-
GCA_000017945-FLGBHGLA_12740	TIGR02296	4-hydroxyphenylacetate_3-monooxygenase,_reductase_component	1.14.14.9	8.7e-06
GCA_000017945-FLGBHGLA_12750	TIGR03328	methylthioribulose-1-phosphate_dehydratase	4.2.-.-	3.4e-19
GCA_000017945-FLGBHGLA_12760	-	-	-	-
GCA_000017945-FLGBHGLA_12770	TIGR03287	putative_methanogenesis_marker_16_metalloprotein	-	4.6e-07
GCA_000017945-FLGBHGLA_12780	-	-	-	-
GCA_000017945-FLGBHGLA_12790	-	-	-	-
GCA_000017945-FLGBHGLA_12800	-	-	-	-
GCA_000017945-FLGBHGLA_12810	-	-	-	-
GCA_000017945-FLGBHGLA_12820	-	-	-	-
GCA_000017945-FLGBHGLA_12830	-	-	-	-
GCA_000017945-FLGBHGLA_12840	TIGR02788	P-type_DNA_transfer_ATPase_VirB11	-	3.2e-11
GCA_000017945-FLGBHGLA_12850	-	-	-	-
GCA_000017945-FLGBHGLA_12860	TIGR00692	L-threonine_3-dehydrogenase	1.1.1.103	6.5e-07
GCA_000017945-FLGBHGLA_12870	TIGR02087	3-isopropylmalate_dehydratase,_small_subunit	-	9.4e-61
GCA_000017945-FLGBHGLA_12880	TIGR02146	homocitrate_synthase	2.3.3.14	9.1e-146
GCA_000017945-FLGBHGLA_12890	-	-	-	-
GCA_000017945-FLGBHGLA_12900	TIGR01209	RNA_ligase,_Pab1020_family	-	3.6e-102
GCA_000017945-FLGBHGLA_12910	TIGR01736	phosphoribosylformylglycinamidine_synthase_II	6.3.5.3	2.8e-258
GCA_000017945-FLGBHGLA_12920	-	-	-	-
GCA_000017945-FLGBHGLA_12930	-	-	-	-
GCA_000017945-FLGBHGLA_12940	-	-	-	-
GCA_000017945-FLGBHGLA_12950	TIGR02175	2-oxoacid:acceptor_oxidoreductase,_gamma_subunit,_pyruvate/2-ketoisovalerate_family	-	1.5e-74
GCA_000017945-FLGBHGLA_12960	TIGR02179	2-oxoacid:acceptor_oxidoreductase,_delta_subunit,_pyruvate/2-ketoisovalerate_family	-	1.4e-28
GCA_000017945-FLGBHGLA_12970	TIGR02176	pyruvate:ferredoxin_(flavodoxin)_oxidoreductase	1.2.7.1	9.4e-59
GCA_000017945-FLGBHGLA_12980	TIGR02176	pyruvate:ferredoxin_(flavodoxin)_oxidoreductase	1.2.7.1	6.4e-27
GCA_000017945-FLGBHGLA_12990	TIGR00094	tRNA_pseudouridine_synthase,_TruD_family	5.4.99.-	3.4e-32
GCA_000017945-FLGBHGLA_13000	-	-	-	-
GCA_000017945-FLGBHGLA_13010	TIGR00054	RIP_metalloprotease_RseP	3.4.24.-	9e-15
GCA_000017945-FLGBHGLA_13020	TIGR01771	L-lactate_dehydrogenase	1.1.1.27	1.9e-68
GCA_000017945-FLGBHGLA_13030	-	-	-	-
GCA_000017945-FLGBHGLA_13040	TIGR00095	16S_rRNA_(guanine(966)-N(2))-methyltransferase_RsmD	2.1.1.171	4.1e-10
GCA_000017945-FLGBHGLA_13050	-	-	-	-
GCA_000017945-FLGBHGLA_13060	TIGR00232	transketolase	2.2.1.1	1.3e-41
GCA_000017945-FLGBHGLA_13070	TIGR00311	putative_translation_initiation_factor_aIF-2,_beta_subunit	-	2.2e-33
GCA_000017945-FLGBHGLA_13080	-	-	-	-
GCA_000017945-FLGBHGLA_13090	-	-	-	-
GCA_000017945-FLGBHGLA_13100	TIGR02211	lipoprotein_releasing_system,_ATP-binding_protein	3.6.3.-	9.3e-59
GCA_000017945-FLGBHGLA_13110	-	-	-	-
GCA_000017945-FLGBHGLA_13120	-	-	-	-
GCA_000017945-FLGBHGLA_13130	-	-	-	-
GCA_000017945-FLGBHGLA_13140	-	-	-	-
GCA_000017945-FLGBHGLA_13150	TIGR01309	ribosomal_protein_uL30	-	2.3e-55
GCA_000017945-FLGBHGLA_13160	TIGR01020	ribosomal_protein_uS5	-	5.3e-101
GCA_000017945-FLGBHGLA_13170	TIGR00060	ribosomal_protein_uL18	-	2.5e-08
GCA_000017945-FLGBHGLA_13180	-	-	-	-
GCA_000017945-FLGBHGLA_13190	-	-	-	-
GCA_000017945-FLGBHGLA_13200	TIGR03653	ribosomal_protein_uL6	-	1e-68
GCA_000017945-FLGBHGLA_13210	TIGR01158	putative_translation_initiation_factor_SUI1	-	2.7e-34
GCA_000017945-FLGBHGLA_13220	-	-	-	-
GCA_000017945-FLGBHGLA_13230	-	-	-	-
GCA_000017945-FLGBHGLA_13240	TIGR01487	phosphoglycolate_phosphatase,_TA0175-type	3.1.3.18	9.9e-49
GCA_000017945-FLGBHGLA_13250	-	-	-	-
GCA_000017945-FLGBHGLA_13260	-	-	-	-
GCA_000017945-FLGBHGLA_13270	TIGR04121	DEXH_box_helicase,_DNA_ligase-associated	3.6.4.-	5.3e-30
GCA_000017945-FLGBHGLA_13280	TIGR01356	3-phosphoshikimate_1-carboxyvinyltransferase	2.5.1.19	1.2e-96
GCA_000017945-FLGBHGLA_13290	-	-	-	-
GCA_000017945-FLGBHGLA_13300	-	-	-	-
GCA_000017945-FLGBHGLA_13310	-	-	-	-
GCA_000017945-FLGBHGLA_13320	-	-	-	-
GCA_000017945-FLGBHGLA_13330	TIGR00836	ammonium_transporter	-	2.8e-126
GCA_000017945-FLGBHGLA_13340	-	-	-	-
GCA_000017945-FLGBHGLA_13350	-	-	-	-
GCA_000017945-FLGBHGLA_13360	TIGR02928	orc1/cdc6_family_replication_initiation_protein	-	1.1e-68
GCA_000017945-FLGBHGLA_13370	-	-	-	-
GCA_000017945-FLGBHGLA_13380	-	-	-	-
GCA_000017945-FLGBHGLA_13390	-	-	-	-
GCA_000017945-FLGBHGLA_13400	TIGR02397	DNA_polymerase_III,_subunit_gamma_and_tau	2.7.7.7	1.3e-46
GCA_000017945-FLGBHGLA_13410	TIGR02397	DNA_polymerase_III,_subunit_gamma_and_tau	2.7.7.7	3.4e-12
GCA_000017945-FLGBHGLA_13420	TIGR00233	tryptophan--tRNA_ligase	6.1.1.2	6.3e-79
GCA_000017945-FLGBHGLA_13430	-	-	-	-
GCA_000017945-FLGBHGLA_13440	-	-	-	-
GCA_000017945-FLGBHGLA_13450	-	-	-	-
GCA_000017945-FLGBHGLA_13460	-	-	-	-
GCA_000017945-FLGBHGLA_13470	TIGR01043	ATP_synthase_archaeal,_A_subunit	3.6.3.14	6.6e-288
GCA_000017945-FLGBHGLA_13480	TIGR00251	TIGR00251_family_protein	-	2.7e-18
GCA_000017945-FLGBHGLA_13490	-	-	-	-
GCA_000017945-FLGBHGLA_13500	TIGR03534	protein-(glutamine-N5)_methyltransferase,_release_factor-specific	2.1.1.-	2.6e-07
GCA_000017945-FLGBHGLA_13510	-	-	-	-
GCA_000017945-FLGBHGLA_13520	-	-	-	-
GCA_000017945-FLGBHGLA_13530	-	-	-	-
GCA_000017945-FLGBHGLA_13540	-	-	-	-
GCA_000017945-FLGBHGLA_13550	-	-	-	-
GCA_000017945-FLGBHGLA_13560	-	-	-	-
GCA_000017945-FLGBHGLA_13570	-	-	-	-
GCA_000017945-FLGBHGLA_13580	-	-	-	-
GCA_000017945-FLGBHGLA_13590	-	-	-	-
GCA_000017945-FLGBHGLA_13600	TIGR00472	phenylalanine--tRNA_ligase,_beta_subunit	6.1.1.20	6e-11
GCA_000017945-FLGBHGLA_13610	-	-	-	-
GCA_000017945-FLGBHGLA_13620	TIGR01302	inosine-5'-monophosphate_dehydrogenase	1.1.1.205	1.5e-08
GCA_000017945-FLGBHGLA_13630	-	-	-	-
GCA_000017945-FLGBHGLA_13640	-	-	-	-
GCA_000017945-FLGBHGLA_13650	-	-	-	-
GCA_000017945-FLGBHGLA_13660	-	-	-	-
GCA_000017945-FLGBHGLA_13670	-	-	-	-
GCA_000017945-FLGBHGLA_13680	-	-	-	-
GCA_000017945-FLGBHGLA_13690	TIGR00345	transport-energizing_ATPase,_TRC40/GET3/ArsA_family	3.6.1.-	1.1e-69
GCA_000017945-FLGBHGLA_13700	-	-	-	-
GCA_000017945-FLGBHGLA_13710	-	-	-	-
GCA_000017945-FLGBHGLA_13720	TIGR02469	precorrin-6Y_C5,15-methyltransferase_(decarboxylating),_CbiT_subunit	2.1.1.132	1e-07
GCA_000017945-FLGBHGLA_13730	-	-	-	-
GCA_000017945-FLGBHGLA_13740	-	-	-	-
GCA_000017945-FLGBHGLA_13750	TIGR02769	nickel_import_ATP-binding_protein_NikE	3.6.3.24	4.6e-69
GCA_000017945-FLGBHGLA_13760	TIGR00446	NOL1/NOP2/sun_family_putative_RNA_methylase	2.1.1.-	2.3e-14
GCA_000017945-FLGBHGLA_13770	-	-	-	-
GCA_000017945-FLGBHGLA_13780	TIGR01141	histidinol-phosphate_transaminase	2.6.1.9	2.3e-70
GCA_000017945-FLGBHGLA_13790	TIGR01506	riboflavin_synthase	2.5.1.9	3.3e-63
GCA_000017945-FLGBHGLA_13800	TIGR00342	tRNA_sulfurtransferase_ThiI	2.8.1.4	2.1e-12
GCA_000017945-FLGBHGLA_13810	TIGR02789	nickel_ABC_transporter,_permease_subunit_NikB	3.6.3.24	2.1e-47
GCA_000017945-FLGBHGLA_13820	TIGR02790	nickel_ABC_transporter,_permease_subunit_NikC	3.6.3.24	2.7e-36
GCA_000017945-FLGBHGLA_13830	TIGR02770	nickel_import_ATP-binding_protein_NikD	-	4.5e-68
GCA_000017945-FLGBHGLA_13840	TIGR02142	molybdate_ABC_transporter,_ATP-binding_protein	3.6.3.29	1.6e-31
GCA_000017945-FLGBHGLA_13850	TIGR01581	NifC-like_ABC-type_porter	-	5.1e-49
GCA_000017945-FLGBHGLA_13860	TIGR01256	molybdate_ABC_transporter,_periplasmic_molybdate-binding_protein	-	2.5e-21
GCA_000017945-FLGBHGLA_13870	TIGR00721	DNA-binding_protein,_Tfx_family	-	1.3e-17
GCA_000017945-FLGBHGLA_13880	-	-	-	-
GCA_000017945-FLGBHGLA_13890	TIGR03676	peptide_chain_release_factor_1,_archaeal_and_eukaryotic_forms	-	3.6e-123
GCA_000017945-FLGBHGLA_13900	TIGR00888	GMP_synthase_(glutamine-hydrolyzing),_N-terminal_domain	6.3.5.2	1.1e-49
GCA_000017945-FLGBHGLA_13910	TIGR01171	ribosomal_protein_uL2	-	3.5e-37
GCA_000017945-FLGBHGLA_13920	-	-	-	-
GCA_000017945-FLGBHGLA_13930	TIGR04121	DEXH_box_helicase,_DNA_ligase-associated	3.6.4.-	9.7e-119
GCA_000017945-FLGBHGLA_13940	TIGR00332	desulfoferrodoxin_ferrous_iron-binding_domain	-	1.4e-20
GCA_000017945-FLGBHGLA_13950	TIGR03855	aspartate_dehydrogenase	1.4.1.21	1e-79
GCA_000017945-FLGBHGLA_13960	TIGR00078	nicotinate-nucleotide_diphosphorylase_(carboxylating)	2.4.2.19	2.2e-65
GCA_000017945-FLGBHGLA_13970	TIGR00833	transport_protein	-	1.2e-21
GCA_000017945-FLGBHGLA_13980	-	-	-	-
GCA_000017945-FLGBHGLA_13990	-	-	-	-
GCA_000017945-FLGBHGLA_14000	TIGR01210	radical_SAM_enzyme,_TIGR01210_family	-	1.6e-22
GCA_000017945-FLGBHGLA_14010	-	-	-	-
