accession	PFAM_hmm	PFAM_description	Pfam_Evalue
GCA_000017945-FLGBHGLA_11160	PF12698	ABC-2_family_transporter_protein	3.4e-23
GCA_000017945-FLGBHGLA_11170	PF00005	ABC_transporter	7.4e-33
GCA_000017945-FLGBHGLA_11180	PF04055	Radical_SAM_superfamily	1.7e-17
GCA_000017945-FLGBHGLA_11190	PF00330	Aconitase_family_(aconitate_hydratase)	5.9e-98
GCA_000017945-FLGBHGLA_11200	-	-	-
GCA_000017945-FLGBHGLA_11210	-	-	-
GCA_000017945-FLGBHGLA_11220	PF09239	Topoisomerase_VI_B_subunit,_transducer	1.2e-65
GCA_000017945-FLGBHGLA_11230	PF00464	Serine_hydroxymethyltransferase	1.3e-68
GCA_000017945-FLGBHGLA_11240	PF01261	Xylose_isomerase-like_TIM_barrel	2.5e-24
GCA_000017945-FLGBHGLA_11250	PF01247	Ribosomal_protein_L35Ae	5.6e-14
GCA_000017945-FLGBHGLA_11260	-	-	-
GCA_000017945-FLGBHGLA_11270	PF00571	CBS_domain	4.8e-32
GCA_000017945-FLGBHGLA_11280	PF03547	Membrane_transport_protein	3e-07
GCA_000017945-FLGBHGLA_11290	-	-	-
GCA_000017945-FLGBHGLA_11300	PF02776	Thiamine_pyrophosphate_enzyme,_N-terminal_TPP_binding_domain	6e-50
GCA_000017945-FLGBHGLA_11310	PF13710	ACT_domain	8.4e-08
GCA_000017945-FLGBHGLA_11320	PF01230	HIT_domain	7.7e-30
GCA_000017945-FLGBHGLA_11330	PF00291	Pyridoxal-phosphate_dependent_enzyme	3e-43
GCA_000017945-FLGBHGLA_11340	PF00384	Molybdopterin_oxidoreductase	4.7e-07
GCA_000017945-FLGBHGLA_11350	PF01053	Cys/Met_metabolism_PLP-dependent_enzyme	9.1e-124
GCA_000017945-FLGBHGLA_11360	PF01048	Phosphorylase_superfamily	1e-55
GCA_000017945-FLGBHGLA_11370	-	-	-
GCA_000017945-FLGBHGLA_11380	PF03367	ZPR1_zinc-finger_domain	1e-40
GCA_000017945-FLGBHGLA_11390	PF00935	Ribosomal_protein_L44	3.2e-29
GCA_000017945-FLGBHGLA_11400	PF04055	Radical_SAM_superfamily	3.8e-17
GCA_000017945-FLGBHGLA_11410	PF01494	FAD_binding_domain	3e-17
GCA_000017945-FLGBHGLA_11420	-	-	-
GCA_000017945-FLGBHGLA_11430	PF00749	tRNA_synthetases_class_I_(E_and_Q),_catalytic_domain	1.6e-78
GCA_000017945-FLGBHGLA_11440	PF00085	Thioredoxin	3.4e-10
GCA_000017945-FLGBHGLA_11450	-	-	-
GCA_000017945-FLGBHGLA_11460	PF01326	Pyruvate_phosphate_dikinase,_PEP/pyruvate_binding_domain	5.9e-129
GCA_000017945-FLGBHGLA_11470	-	-	-
GCA_000017945-FLGBHGLA_11480	PF08241	Methyltransferase_domain	1.5e-12
GCA_000017945-FLGBHGLA_11490	PF07431	Protein_of_unknown_function_(DUF1512)	1.6e-142
GCA_000017945-FLGBHGLA_11500	PF05127	Helicase	1.6e-40
GCA_000017945-FLGBHGLA_11510	-	-	-
GCA_000017945-FLGBHGLA_11520	-	-	-
GCA_000017945-FLGBHGLA_11530	-	-	-
GCA_000017945-FLGBHGLA_11540	-	-	-
GCA_000017945-FLGBHGLA_11550	-	-	-
GCA_000017945-FLGBHGLA_11560	PF01994	tRNA_ribose_2'-O-methyltransferase,_aTrm56	4.9e-45
GCA_000017945-FLGBHGLA_11570	PF02002	TFIIE_alpha_subunit	1.9e-13
GCA_000017945-FLGBHGLA_11580	PF00145	C-5_cytosine-specific_DNA_methylase	1.4e-51
GCA_000017945-FLGBHGLA_11590	-	-	-
GCA_000017945-FLGBHGLA_11600	PF01870	Archaeal_holliday_junction_resolvase_(hjc)	4.8e-23
GCA_000017945-FLGBHGLA_11610	PF01287	Eukaryotic_elongation_factor_5A_hypusine,_DNA-binding_OB_fold	9.8e-10
GCA_000017945-FLGBHGLA_11620	PF09511	RNA_ligase	9.8e-28
GCA_000017945-FLGBHGLA_11630	-	-	-
GCA_000017945-FLGBHGLA_11640	PF11783	Cytochrome_c_bacterial	7.8e-21
GCA_000017945-FLGBHGLA_11650	PF08704	tRNA_methyltransferase_complex_GCD14_subunit	1.9e-12
GCA_000017945-FLGBHGLA_11660	PF06023	CRISPR-associated_exonuclease_Csa1	7.3e-57
GCA_000017945-FLGBHGLA_11670	PF01867	CRISPR_associated_protein_Cas1	3.2e-50
GCA_000017945-FLGBHGLA_11680	PF09827	CRISPR_associated_protein_Cas2	1.8e-17
GCA_000017945-FLGBHGLA_11690	PF01930	Domain_of_unknown_function_DUF83	5.9e-10
GCA_000017945-FLGBHGLA_11700	PF01966	HD_domain	9.3e-10
GCA_000017945-FLGBHGLA_11710	PF00271	Helicase_conserved_C-terminal_domain	6.4e-13
GCA_000017945-FLGBHGLA_11720	-	-	-
GCA_000017945-FLGBHGLA_11730	-	-	-
GCA_000017945-FLGBHGLA_11740	PF01905	CRISPR-associated_negative_auto-regulator_DevR/Csa2	1.1e-83
GCA_000017945-FLGBHGLA_11750	PF09702	CRISPR-associated_protein_(Cas_Csa5)	4.4e-07
GCA_000017945-FLGBHGLA_11760	PF01978	Sugar-specific_transcriptional_regulator_TrmB	5.8e-12
GCA_000017945-FLGBHGLA_11770	PF05362	Lon_protease_(S16)_C-terminal_proteolytic_domain	1.4e-07
GCA_000017945-FLGBHGLA_11780	PF00146	NADH_dehydrogenase	4e-72
GCA_000017945-FLGBHGLA_11790	PF00037	4Fe-4S_binding_domain	7.4e-14
GCA_000017945-FLGBHGLA_11800	PF00499	NADH-ubiquinone/plastoquinone_oxidoreductase_chain_6	3.8e-14
GCA_000017945-FLGBHGLA_11810	PF00420	NADH-ubiquinone/plastoquinone_oxidoreductase_chain_4L	2.7e-07
GCA_000017945-FLGBHGLA_11820	PF00361	Proton-conducting_membrane_transporter	2.9e-28
GCA_000017945-FLGBHGLA_11830	-	-	-
GCA_000017945-FLGBHGLA_11840	PF00009	Elongation_factor_Tu_GTP_binding_domain	1.1e-55
GCA_000017945-FLGBHGLA_11850	-	-	-
GCA_000017945-FLGBHGLA_11860	PF04414	D-aminoacyl-tRNA_deacylase	2.7e-67
GCA_000017945-FLGBHGLA_11870	-	-	-
GCA_000017945-FLGBHGLA_11880	PF13456	Reverse_transcriptase-like	3.1e-19
GCA_000017945-FLGBHGLA_11890	-	-	-
GCA_000017945-FLGBHGLA_11900	PF09334	tRNA_synthetases_class_I_(M)	1e-149
GCA_000017945-FLGBHGLA_11910	-	-	-
GCA_000017945-FLGBHGLA_11920	-	-	-
GCA_000017945-FLGBHGLA_11930	-	-	-
GCA_000017945-FLGBHGLA_11940	PF00483	Nucleotidyl_transferase	5.3e-39
GCA_000017945-FLGBHGLA_11950	-	-	-
GCA_000017945-FLGBHGLA_11960	-	-	-
GCA_000017945-FLGBHGLA_11970	PF14810	Patch-forming_domain_C2_of_tRNA-guanine_transglycosylase	3.3e-17
GCA_000017945-FLGBHGLA_11980	PF09754	PAC2_family	3.5e-35
GCA_000017945-FLGBHGLA_11990	-	-	-
GCA_000017945-FLGBHGLA_12000	PF16992	DNA-directed_RNA_polymerase,_subunit_G	5e-22
GCA_000017945-FLGBHGLA_12010	PF03706	Lysylphosphatidylglycerol_synthase_TM_region	4.5e-17
GCA_000017945-FLGBHGLA_12020	PF09891	Uncharacterized_protein_conserved_in_archaea_(DUF2118)	1.5e-53
GCA_000017945-FLGBHGLA_12030	PF00348	Polyprenyl_synthetase	3e-71
GCA_000017945-FLGBHGLA_12040	PF07191	zinc-ribbons	9.9e-06
GCA_000017945-FLGBHGLA_12050	PF01935	Domain_of_unknown_function_DUF87	7.3e-33
GCA_000017945-FLGBHGLA_12060	PF12706	Beta-lactamase_superfamily_domain	2.5e-20
GCA_000017945-FLGBHGLA_12070	PF08494	DEAD/H_associated	3.1e-55
GCA_000017945-FLGBHGLA_12080	-	-	-
GCA_000017945-FLGBHGLA_12090	PF13685	Iron-containing_alcohol_dehydrogenase	2.3e-69
GCA_000017945-FLGBHGLA_12100	PF01775	Ribosomal_proteins_50S-L18Ae/60S-L20/60S-L18A	6.2e-10
GCA_000017945-FLGBHGLA_12110	PF02996	Prefoldin_subunit	3.6e-15
GCA_000017945-FLGBHGLA_12120	PF00448	SRP54-type_protein,_GTPase_domain	2.9e-78
GCA_000017945-FLGBHGLA_12130	-	-	-
GCA_000017945-FLGBHGLA_12140	PF03439	Early_transcription_elongation_factor_of_RNA_pol_II,_NGN_section	2.8e-20
GCA_000017945-FLGBHGLA_12150	PF03946	Ribosomal_protein_L11,_N-terminal_domain	1.6e-17
GCA_000017945-FLGBHGLA_12160	PF00687	Ribosomal_protein_L1p/L10e_family	1.6e-38
GCA_000017945-FLGBHGLA_12170	PF00466	Ribosomal_protein_L10	1.9e-24
GCA_000017945-FLGBHGLA_12180	PF04252	Predicted_SAM-dependent_RNA_methyltransferase	3.3e-41
GCA_000017945-FLGBHGLA_12190	PF02005	N2,N2-dimethylguanosine_tRNA_methyltransferase	1.1e-85
GCA_000017945-FLGBHGLA_12200	-	-	-
GCA_000017945-FLGBHGLA_12210	PF00753	Metallo-beta-lactamase_superfamily	4.3e-08
GCA_000017945-FLGBHGLA_12220	PF01370	NAD_dependent_epimerase/dehydratase_family	1.2e-08
GCA_000017945-FLGBHGLA_12230	-	-	-
GCA_000017945-FLGBHGLA_12240	-	-	-
GCA_000017945-FLGBHGLA_12250	-	-	-
GCA_000017945-FLGBHGLA_12260	-	-	-
GCA_000017945-FLGBHGLA_12270	PF13378	Enolase_C-terminal_domain-like	3.4e-28
GCA_000017945-FLGBHGLA_12280	-	-	-
GCA_000017945-FLGBHGLA_12290	PF03009	Glycerophosphoryl_diester_phosphodiesterase_family	1.4e-23
GCA_000017945-FLGBHGLA_12300	PF01985	CRS1_/_YhbY_(CRM)_domain	4.2e-15
GCA_000017945-FLGBHGLA_12310	PF12850	Calcineurin-like_phosphoesterase_superfamily_domain	4.6e-25
GCA_000017945-FLGBHGLA_12320	PF13649	Methyltransferase_domain	1.6e-20
GCA_000017945-FLGBHGLA_12330	-	-	-
GCA_000017945-FLGBHGLA_12340	-	-	-
GCA_000017945-FLGBHGLA_12350	PF01199	Ribosomal_protein_L34e	4.7e-29
GCA_000017945-FLGBHGLA_12360	PF13207	AAA_domain	1.2e-35
GCA_000017945-FLGBHGLA_12370	PF00344	SecY_translocase	2.6e-57
GCA_000017945-FLGBHGLA_12380	PF00850	Histone_deacetylase_domain	8.3e-77
GCA_000017945-FLGBHGLA_12390	PF00496	Bacterial_extracellular_solute-binding_proteins,_family_5_Middle	2.1e-31
GCA_000017945-FLGBHGLA_12400	PF01967	MoaC_family	9.2e-45
GCA_000017945-FLGBHGLA_12410	PF01032	FecCD_transport_family	3.5e-35
GCA_000017945-FLGBHGLA_12420	PF01497	Periplasmic_binding_protein	9.9e-21
GCA_000017945-FLGBHGLA_12430	PF01656	CobQ/CobB/MinD/ParA_nucleotide_binding_domain	6.4e-14
GCA_000017945-FLGBHGLA_12440	PF06677	Sjogren's_syndrome/scleroderma_autoantigen_1_(Autoantigen_p27)	2.2e-13
GCA_000017945-FLGBHGLA_12450	PF00857	Isochorismatase_family	5.1e-53
GCA_000017945-FLGBHGLA_12460	PF00288	GHMP_kinases_N_terminal_domain	2.8e-15
GCA_000017945-FLGBHGLA_12470	PF04123	Domain_of_unknown_function_(DUF373)	3.3e-80
GCA_000017945-FLGBHGLA_12480	PF04582	Reovirus_sigma_C_capsid_protein	5.8e-10
GCA_000017945-FLGBHGLA_12490	PF03029	Conserved_hypothetical_ATP_binding_protein	3e-54
GCA_000017945-FLGBHGLA_12500	PF00571	CBS_domain	5e-24
GCA_000017945-FLGBHGLA_12510	-	-	-
GCA_000017945-FLGBHGLA_12520	PF01992	ATP_synthase_(C/AC39)_subunit	9.7e-39
GCA_000017945-FLGBHGLA_12530	PF16999	Vacuolar_(H+)-ATPase_G_subunit	1e-06
GCA_000017945-FLGBHGLA_12540	-	-	-
GCA_000017945-FLGBHGLA_12550	PF02641	Uncharacterized_ACR,_COG1993	3e-23
GCA_000017945-FLGBHGLA_12560	-	-	-
GCA_000017945-FLGBHGLA_12570	PF00005	ABC_transporter	1.7e-26
GCA_000017945-FLGBHGLA_12580	PF01458	Uncharacterized_protein_family_(UPF0051)	1.9e-56
GCA_000017945-FLGBHGLA_12590	PF01568	Molydopterin_dinucleotide_binding_domain	5.4e-06
GCA_000017945-FLGBHGLA_12600	PF00654	Voltage_gated_chloride_channel	6.2e-42
GCA_000017945-FLGBHGLA_12610	-	-	-
GCA_000017945-FLGBHGLA_12620	-	-	-
GCA_000017945-FLGBHGLA_12630	-	-	-
GCA_000017945-FLGBHGLA_12640	-	-	-
GCA_000017945-FLGBHGLA_12650	PF03484	tRNA_synthetase_B5_domain	5.8e-12
GCA_000017945-FLGBHGLA_12660	PF01409	tRNA_synthetases_class_II_core_domain_(F)	6.5e-80
GCA_000017945-FLGBHGLA_12670	PF00120	Glutamine_synthetase,_catalytic_domain	2.1e-127
GCA_000017945-FLGBHGLA_12680	PF04023	FeoA_domain	2.1e-20
GCA_000017945-FLGBHGLA_12690	PF07332	Putative_Actinobacterial_Holin-X,_holin_superfamily_III	1.7e-06
GCA_000017945-FLGBHGLA_12700	PF00300	Histidine_phosphatase_superfamily_(branch_1)	1.2e-13
GCA_000017945-FLGBHGLA_12710	-	-	-
GCA_000017945-FLGBHGLA_12720	-	-	-
GCA_000017945-FLGBHGLA_12730	-	-	-
GCA_000017945-FLGBHGLA_12740	PF01613	Flavin_reductase_like_domain	1.6e-23
GCA_000017945-FLGBHGLA_12750	PF00596	Class_II_Aldolase_and_Adducin_N-terminal_domain	1.4e-34
GCA_000017945-FLGBHGLA_12760	PF03692	Putative_zinc-_or_iron-chelating_domain	1.1e-10
GCA_000017945-FLGBHGLA_12770	PF00037	4Fe-4S_binding_domain	3.8e-10
GCA_000017945-FLGBHGLA_12780	-	-	-
GCA_000017945-FLGBHGLA_12790	-	-	-
GCA_000017945-FLGBHGLA_12800	-	-	-
GCA_000017945-FLGBHGLA_12810	-	-	-
GCA_000017945-FLGBHGLA_12820	PF14196	L-2-amino-thiazoline-4-carboxylic_acid_hydrolase	1.1e-06
GCA_000017945-FLGBHGLA_12830	-	-	-
GCA_000017945-FLGBHGLA_12840	PF00437	Type_II/IV_secretion_system_protein	7.7e-12
GCA_000017945-FLGBHGLA_12850	PF07969	Amidohydrolase_family	5.7e-34
GCA_000017945-FLGBHGLA_12860	PF08240	Alcohol_dehydrogenase_GroES-like_domain	9.1e-07
GCA_000017945-FLGBHGLA_12870	PF00694	Aconitase_C-terminal_domain	5.7e-21
GCA_000017945-FLGBHGLA_12880	PF00682	HMGL-like	9.4e-73
GCA_000017945-FLGBHGLA_12890	-	-	-
GCA_000017945-FLGBHGLA_12900	PF09414	RNA_ligase	1.4e-16
GCA_000017945-FLGBHGLA_12910	PF02769	AIR_synthase_related_protein,_C-terminal_domain	1.1e-45
GCA_000017945-FLGBHGLA_12920	PF01026	TatD_related_DNase	2.4e-20
GCA_000017945-FLGBHGLA_12930	PF13483	Beta-lactamase_superfamily_domain	2.2e-25
GCA_000017945-FLGBHGLA_12940	-	-	-
GCA_000017945-FLGBHGLA_12950	PF01558	Pyruvate_ferredoxin/flavodoxin_oxidoreductase	1.9e-45
GCA_000017945-FLGBHGLA_12960	PF00037	4Fe-4S_binding_domain	5.6e-15
GCA_000017945-FLGBHGLA_12970	PF01855	Pyruvate_flavodoxin/ferredoxin_oxidoreductase,_thiamine_diP-bdg	2.2e-68
GCA_000017945-FLGBHGLA_12980	PF02775	Thiamine_pyrophosphate_enzyme,_C-terminal_TPP_binding_domain	6.7e-27
GCA_000017945-FLGBHGLA_12990	PF01142	tRNA_pseudouridine_synthase_D_(TruD)	1.4e-50
GCA_000017945-FLGBHGLA_13000	PF00467	KOW_motif	5.3e-06
GCA_000017945-FLGBHGLA_13010	PF02163	Peptidase_family_M50	3.5e-20
GCA_000017945-FLGBHGLA_13020	PF00056	lactate/malate_dehydrogenase,_NAD_binding_domain	1.5e-32
GCA_000017945-FLGBHGLA_13030	-	-	-
GCA_000017945-FLGBHGLA_13040	PF10672	S-adenosylmethionine-dependent_methyltransferase	8.1e-19
GCA_000017945-FLGBHGLA_13050	-	-	-
GCA_000017945-FLGBHGLA_13060	PF00456	Transketolase,_thiamine_diphosphate_binding_domain	7.3e-42
GCA_000017945-FLGBHGLA_13070	PF01873	Domain_found_in_IF2B/IF5	1.7e-36
GCA_000017945-FLGBHGLA_13080	PF09723	Zinc_ribbon_domain	6.8e-06
GCA_000017945-FLGBHGLA_13090	PF02687	FtsX-like_permease_family	1.4e-09
GCA_000017945-FLGBHGLA_13100	PF00005	ABC_transporter	1.6e-32
GCA_000017945-FLGBHGLA_13110	-	-	-
GCA_000017945-FLGBHGLA_13120	PF03684	Uncharacterised_protein_family_(UPF0179)	5e-21
GCA_000017945-FLGBHGLA_13130	PF01569	PAP2_superfamily	8.1e-11
GCA_000017945-FLGBHGLA_13140	PF00828	Ribosomal_proteins_50S-L15,_50S-L18e,_60S-L27A	1.6e-20
GCA_000017945-FLGBHGLA_13150	PF00327	Ribosomal_protein_L30p/L7e	1.2e-10
GCA_000017945-FLGBHGLA_13160	PF03719	Ribosomal_protein_S5,_C-terminal_domain	1.8e-28
GCA_000017945-FLGBHGLA_13170	PF17144	Ribosomal_large_subunit_proteins_60S_L5,_and_50S_L18	3.6e-27
GCA_000017945-FLGBHGLA_13180	PF01280	Ribosomal_protein_L19e	2.8e-57
GCA_000017945-FLGBHGLA_13190	PF01655	Ribosomal_protein_L32	4.2e-41
GCA_000017945-FLGBHGLA_13200	PF00347	Ribosomal_protein_L6	3.9e-30
GCA_000017945-FLGBHGLA_13210	PF01253	Translation_initiation_factor_SUI1	6.2e-23
GCA_000017945-FLGBHGLA_13220	PF12760	Transposase_zinc-ribbon_domain	2.6e-07
GCA_000017945-FLGBHGLA_13230	-	-	-
GCA_000017945-FLGBHGLA_13240	PF08282	haloacid_dehalogenase-like_hydrolase	7.8e-29
GCA_000017945-FLGBHGLA_13250	-	-	-
GCA_000017945-FLGBHGLA_13260	-	-	-
GCA_000017945-FLGBHGLA_13270	PF00270	DEAD/DEAH_box_helicase	8.2e-27
GCA_000017945-FLGBHGLA_13280	PF00275	EPSP_synthase_(3-phosphoshikimate_1-carboxyvinyltransferase)	1.6e-85
GCA_000017945-FLGBHGLA_13290	-	-	-
GCA_000017945-FLGBHGLA_13300	-	-	-
GCA_000017945-FLGBHGLA_13310	-	-	-
GCA_000017945-FLGBHGLA_13320	-	-	-
GCA_000017945-FLGBHGLA_13330	PF00909	Ammonium_Transporter_Family	7.8e-116
GCA_000017945-FLGBHGLA_13340	PF00543	Nitrogen_regulatory_protein_P-II	2.2e-33
GCA_000017945-FLGBHGLA_13350	-	-	-
GCA_000017945-FLGBHGLA_13360	PF09079	CDC6,_C_terminal_winged_helix_domain	1.6e-19
GCA_000017945-FLGBHGLA_13370	-	-	-
GCA_000017945-FLGBHGLA_13380	PF00493	MCM2/3/5_family	2.9e-139
GCA_000017945-FLGBHGLA_13390	PF05916	GINS_complex_protein	1.8e-09
GCA_000017945-FLGBHGLA_13400	PF08542	Replication_factor_C_C-terminal_domain	1.5e-21
GCA_000017945-FLGBHGLA_13410	PF08519	Replication_factor_RFC1_C_terminal_domain	1.5e-24
GCA_000017945-FLGBHGLA_13420	PF00579	tRNA_synthetases_class_I_(W_and_Y)	1.9e-26
GCA_000017945-FLGBHGLA_13430	-	-	-
GCA_000017945-FLGBHGLA_13440	-	-	-
GCA_000017945-FLGBHGLA_13450	-	-	-
GCA_000017945-FLGBHGLA_13460	PF09843	Predicted_membrane_protein_(DUF2070)	5.3e-10
GCA_000017945-FLGBHGLA_13470	PF00006	ATP_synthase_alpha/beta_family,_nucleotide-binding_domain	1.4e-88
GCA_000017945-FLGBHGLA_13480	PF02594	Uncharacterised_ACR,_YggU_family_COG1872	2.8e-23
GCA_000017945-FLGBHGLA_13490	PF02272	DHHA1_domain	1.2e-10
GCA_000017945-FLGBHGLA_13500	PF13649	Methyltransferase_domain	1.1e-08
GCA_000017945-FLGBHGLA_13510	-	-	-
GCA_000017945-FLGBHGLA_13520	-	-	-
GCA_000017945-FLGBHGLA_13530	PF02915	Rubrerythrin	2.7e-09
GCA_000017945-FLGBHGLA_13540	-	-	-
GCA_000017945-FLGBHGLA_13550	-	-	-
GCA_000017945-FLGBHGLA_13560	-	-	-
GCA_000017945-FLGBHGLA_13570	-	-	-
GCA_000017945-FLGBHGLA_13580	-	-	-
GCA_000017945-FLGBHGLA_13590	-	-	-
GCA_000017945-FLGBHGLA_13600	PF01588	Putative_tRNA_binding_domain	2.3e-14
GCA_000017945-FLGBHGLA_13610	-	-	-
GCA_000017945-FLGBHGLA_13620	PF00571	CBS_domain	3.3e-25
GCA_000017945-FLGBHGLA_13630	-	-	-
GCA_000017945-FLGBHGLA_13640	-	-	-
GCA_000017945-FLGBHGLA_13650	-	-	-
GCA_000017945-FLGBHGLA_13660	-	-	-
GCA_000017945-FLGBHGLA_13670	PF02554	Carbon_starvation_protein_CstA	7.1e-107
GCA_000017945-FLGBHGLA_13680	-	-	-
GCA_000017945-FLGBHGLA_13690	PF02374	Anion-transporting_ATPase	2.2e-67
GCA_000017945-FLGBHGLA_13700	-	-	-
GCA_000017945-FLGBHGLA_13710	-	-	-
GCA_000017945-FLGBHGLA_13720	PF13847	Methyltransferase_domain	2e-10
GCA_000017945-FLGBHGLA_13730	PF04191	Phospholipid_methyltransferase_	4.1e-15
GCA_000017945-FLGBHGLA_13740	PF00218	Indole-3-glycerol_phosphate_synthase	1.3e-52
GCA_000017945-FLGBHGLA_13750	PF00005	ABC_transporter	3.9e-30
GCA_000017945-FLGBHGLA_13760	PF01189	16S_rRNA_methyltransferase_RsmB/F	1.4e-13
GCA_000017945-FLGBHGLA_13770	PF04051	Transport_protein_particle_(TRAPP)_component	1.5e-08
GCA_000017945-FLGBHGLA_13780	PF00155	Aminotransferase_class_I_and_II	7e-40
GCA_000017945-FLGBHGLA_13790	PF00885	6,7-dimethyl-8-ribityllumazine_synthase	2.7e-11
GCA_000017945-FLGBHGLA_13800	PF14419	AF2226-like_SPOUT_RNA_Methylase_fused_to_THUMP	8.3e-67
GCA_000017945-FLGBHGLA_13810	PF00528	Binding-protein-dependent_transport_system_inner_membrane_component	4.4e-37
GCA_000017945-FLGBHGLA_13820	PF00528	Binding-protein-dependent_transport_system_inner_membrane_component	1.4e-25
GCA_000017945-FLGBHGLA_13830	PF00005	ABC_transporter	1.3e-26
GCA_000017945-FLGBHGLA_13840	PF00005	ABC_transporter	3.6e-23
GCA_000017945-FLGBHGLA_13850	PF00528	Binding-protein-dependent_transport_system_inner_membrane_component	1.7e-12
GCA_000017945-FLGBHGLA_13860	PF13531	Bacterial_extracellular_solute-binding_protein	5.6e-30
GCA_000017945-FLGBHGLA_13870	PF14601	DNA_binding_protein,_TFX,_C-term	6.3e-09
GCA_000017945-FLGBHGLA_13880	-	-	-
GCA_000017945-FLGBHGLA_13890	PF03464	eRF1_domain_2	7e-36
GCA_000017945-FLGBHGLA_13900	PF00117	Glutamine_amidotransferase_class-I	8.9e-31
GCA_000017945-FLGBHGLA_13910	PF03947	Ribosomal_Proteins_L2,_C-terminal_domain	1.6e-45
GCA_000017945-FLGBHGLA_13920	-	-	-
GCA_000017945-FLGBHGLA_13930	PF00270	DEAD/DEAH_box_helicase	2.4e-34
GCA_000017945-FLGBHGLA_13940	PF01880	Desulfoferrodoxin	5.1e-33
GCA_000017945-FLGBHGLA_13950	PF01958	Domain_of_unknown_function_DUF108	1.5e-33
GCA_000017945-FLGBHGLA_13960	PF01729	Quinolinate_phosphoribosyl_transferase,_C-terminal_domain	4.2e-47
GCA_000017945-FLGBHGLA_13970	PF03176	MMPL_family	9.5e-19
GCA_000017945-FLGBHGLA_13980	PF05165	GTP_cyclohydrolase_III	3.3e-24
GCA_000017945-FLGBHGLA_13990	-	-	-
GCA_000017945-FLGBHGLA_14000	-	-	-
GCA_000017945-FLGBHGLA_14010	-	-	-
GCA_000017945-FLGBHGLA_14020	-	-	-
GCA_000017945-FLGBHGLA_14030	PF01523	Putative_modulator_of_DNA_gyrase	3.2e-43
GCA_000017945-FLGBHGLA_14040	-	-	-
GCA_000017945-FLGBHGLA_14050	PF00215	Orotidine_5'-phosphate_decarboxylase_/_HUMPS_family	9.1e-22
GCA_000017945-FLGBHGLA_14060	PF13447	Seven_times_multi-haem_cytochrome_CxxCH	4.2e-24
GCA_000017945-FLGBHGLA_14070	PF01507	Phosphoadenosine_phosphosulfate_reductase_family	9.8e-36
GCA_000017945-FLGBHGLA_14080	PF00480	ROK_family	3.5e-41
GCA_000017945-FLGBHGLA_14090	-	-	-
GCA_000017945-FLGBHGLA_14100	PF00011	Hsp20/alpha_crystallin_family	9.2e-11
GCA_000017945-FLGBHGLA_14110	PF00440	Bacterial_regulatory_proteins,_tetR_family	5.7e-18
GCA_000017945-FLGBHGLA_14120	PF08438	GTPase_of_unknown_function_C-terminal	2e-35
GCA_000017945-FLGBHGLA_14130	PF14720	NiFe/NiFeSe_hydrogenase_small_subunit_C-terminal	2.3e-25
GCA_000017945-FLGBHGLA_14140	PF00374	Nickel-dependent_hydrogenase	6e-49
GCA_000017945-FLGBHGLA_14150	-	-	-
GCA_000017945-FLGBHGLA_14160	PF13534	4Fe-4S_dicluster_domain	1e-08
GCA_000017945-FLGBHGLA_14170	PF07998	Peptidase_family_M54	1.5e-31
GCA_000017945-FLGBHGLA_14180	PF00491	Arginase_family	1.2e-52
GCA_000017945-FLGBHGLA_14190	PF00382	Transcription_factor_TFIIB_repeat	1.4e-36
GCA_000017945-FLGBHGLA_14200	PF09171	N-glycosylase/DNA_lyase	6.8e-56
GCA_000017945-FLGBHGLA_14210	PF10143	2,3-bisphosphoglycerate-independent_phosphoglycerate_mutase	1.7e-58
GCA_000017945-FLGBHGLA_14220	PF00571	CBS_domain	6.1e-08
GCA_000017945-FLGBHGLA_14230	PF01927	Mut7-C_RNAse_domain	1.5e-26
GCA_000017945-FLGBHGLA_14240	PF12801	4Fe-4S_binding_domain	6.2e-14
GCA_000017945-FLGBHGLA_14250	PF14697	4Fe-4S_dicluster_domain	1.3e-15
GCA_000017945-FLGBHGLA_14260	PF00384	Molybdopterin_oxidoreductase	1.8e-44
GCA_000017945-FLGBHGLA_14270	-	-	-
GCA_000017945-FLGBHGLA_14280	-	-	-
GCA_000017945-FLGBHGLA_14290	PF04055	Radical_SAM_superfamily	1.1e-08
GCA_000017945-FLGBHGLA_14300	PF00009	Elongation_factor_Tu_GTP_binding_domain	1.7e-63
GCA_000017945-FLGBHGLA_14310	-	-	-
GCA_000017945-FLGBHGLA_14320	PF02463	RecF/RecN/SMC_N_terminal_domain	7.6e-24
GCA_000017945-FLGBHGLA_14330	-	-	-
GCA_000017945-FLGBHGLA_14340	PF00185	Aspartate/ornithine_carbamoyltransferase,_Asp/Orn_binding_domain	1.4e-57
GCA_000017945-FLGBHGLA_14350	PF07318	Protein_of_unknown_function_(DUF1464)	1.2e-09
GCA_000017945-FLGBHGLA_14360	-	-	-
GCA_000017945-FLGBHGLA_14370	PF03453	MoeA_N-terminal_region_(domain_I_and_II)	2.2e-34
GCA_000017945-FLGBHGLA_14380	PF02540	NAD_synthase	3.6e-67
GCA_000017945-FLGBHGLA_14390	PF04312	Protein_of_unknown_function_(DUF460)	4.8e-48
GCA_000017945-FLGBHGLA_14400	PF01163	RIO1_family	2e-44
GCA_000017945-FLGBHGLA_14410	PF01381	Helix-turn-helix	1.7e-10
