accession	IPR	IPRMdescription	IPR_PFAM	IPR_PFAMdescription
GCA_000008085-CALJACFG_04720	IPR001197;_IPR016180;_IPR036920;_IPR018255;_IPR022981	Ribosomal_protein_L10e;_Ribosomal_protein_L10e/L16;_Ribosomal_protein_L10e/L16_superfamily;_Ribosomal_protein_L10e,_conserved_site;_Ribosomal_protein_L10e,_archaea	PF00252	Ribosomal_protein_L16p/L10e
GCA_000008085-CALJACFG_04730	IPR012091;_IPR012962;_IPR024079	Peptidase_M54,_archaemetzincin,_archaeal/bacterial;_Peptidase_M54,_archaemetzincin;_Metallopeptidase,_catalytic_domain_superfamily	PF07998	Peptidase_family_M54
GCA_000008085-CALJACFG_04740	IPR036603;_IPR033901;_IPR011263;_IPR036643;_IPR011262	RNA_polymerase,_RBP11-like_subunit;_DNA-directed_RNA_polymerases_I_and_III_subunit_AC40;_DNA-directed_RNA_polymerase,_RpoA/D/Rpb3-type;_DNA-directed_RNA_polymerase,_insert_domain_superfamily;_DNA-directed_RNA_polymerase,_insert_domain	PF01193;_PF01000	RNA_polymerase_Rpb3/Rpb11_dimerisation_domain;_RNA_polymerase_Rpb3/RpoA_insert_domain
GCA_000008085-CALJACFG_04750	IPR036390;_IPR011991;_IPR004096;_IPR024096;_IPR036388	Winged_helix_DNA-binding_domain_superfamily;_ArsR-like_helix-turn-helix_domain;_4-vinyl_reductase,_4VR;_NO_signalling/Golgi_transport_ligand-binding_domain_superfamily;_Winged_helix-like_DNA-binding_domain_superfamily	PF13412;_PF02830	Winged_helix-turn-helix_DNA-binding;_V4R_domain
GCA_000008085-CALJACFG_04760	IPR026326;_IPR002478;_IPR004521;_IPR020103;_IPR032819;_IPR004802;_IPR015947;_IPR012960;_IPR002501	Probable_tRNA_pseudouridine_synthase_B,_archaeal;_PUA_domain;_Uncharacterised_domain_CHP00451;_Pseudouridine_synthase,_catalytic_domain_superfamily;_tRNA_pseudouridylate_synthase_B,_C-terminal;_tRNA_pseudouridine_synthase_B_family;_PUA-like_superfamily;_Dyskerin-like;_Pseudouridine_synthase_II,_N-terminal	PF16198;_PF01472;_PF08068;_PF01509	tRNA_pseudouridylate_synthase_B_C-terminal_domain;_PUA_domain;_DKCLD_(NUC011)_domain;_TruB_family_pseudouridylate_synthase_(N_terminal_domain)
GCA_000008085-CALJACFG_04770	IPR002823	Protein_of_unknown_function_DUF112,_transmembrane	PF01970	Tripartite_tricarboxylate_transporter_TctA_family
GCA_000008085-CALJACFG_04780	IPR002823	Protein_of_unknown_function_DUF112,_transmembrane	PF01970	Tripartite_tricarboxylate_transporter_TctA_family
GCA_000008085-CALJACFG_04790	IPR014729;_IPR029038;_IPR033911;_IPR002547;_IPR015413;_IPR001412;_IPR012340;_IPR009080	Rossmann-like_alpha/beta/alpha_sandwich_fold;_Methionyl-tRNA_synthetase,_Zn-domain;_Methioninyl-tRNA_synthetase_core_domain;_tRNA-binding_domain;_Methionyl/Leucyl_tRNA_synthetase;_Aminoacyl-tRNA_synthetase,_class_I,_conserved_site;_Nucleic_acid-binding,_OB-fold;_Aminoacyl-tRNA_synthetase,_class_Ia,_anticodon-binding	PF01588;_PF09334	Putative_tRNA_binding_domain;_tRNA_synthetases_class_I_(M)
GCA_000008085-CALJACFG_04800	IPR001130;_IPR032466	TatD_family;_Metal-dependent_hydrolase	PF01026	TatD_related_DNase
GCA_000008085-CALJACFG_04810	-	-	-	-
GCA_000008085-CALJACFG_04820	IPR036249;_IPR002109;_IPR012336	Thioredoxin-like_superfamily;_Glutaredoxin;_Thioredoxin-like_fold	PF13192	Thioredoxin_domain
GCA_000008085-CALJACFG_04830	IPR000719;_IPR000687;_IPR011009	Protein_kinase_domain;_RIO_kinase;_Protein_kinase-like_domain_superfamily	PF01163	RIO1_family
GCA_000008085-CALJACFG_04840	IPR008162;_IPR036649	Inorganic_pyrophosphatase;_Inorganic_pyrophosphatase_superfamily	PF00719	Inorganic_pyrophosphatase
GCA_000008085-CALJACFG_04850	-	-	-	-
GCA_000008085-CALJACFG_04860	IPR030484;_IPR000687;_IPR015285;_IPR036390;_IPR036388;_IPR000719;_IPR011009	Serine/threonine-protein_kinase_Rio2;_RIO_kinase;_RIO2_kinase_winged_helix_domain,_N-terminal;_Winged_helix_DNA-binding_domain_superfamily;_Winged_helix-like_DNA-binding_domain_superfamily;_Protein_kinase_domain;_Protein_kinase-like_domain_superfamily	PF09202;_PF01163	Rio2,_N-terminal;_RIO1_family
GCA_000008085-CALJACFG_04870	IPR013646;_IPR012675;_IPR006073;_IPR031167;_IPR012676;_IPR004095;_IPR027417	Uncharacterised_GTP-binding_protein,_C-terminal;_Beta-grasp_domain_superfamily;_GTP_binding_domain;_OBG-type_guanine_nucleotide-binding_(G)_domain;_TGS-like;_TGS;_P-loop_containing_nucleoside_triphosphate_hydrolase	PF08438;_PF01926;_PF02824	GTPase_of_unknown_function_C-terminal;_50S_ribosome-binding_GTPase;_TGS_domain
GCA_000008085-CALJACFG_04880	IPR036866;_IPR030879;_IPR011108;_IPR001279;_IPR001587	Ribonuclease_Z/Hydroxyacylglutathione_hydrolase-like;_Ribonuclease_J,_archaea;_Zn-dependent_metallo-hydrolase,_RNA_specificity_domain;_Metallo-beta-lactamase;_Ribonuclease_J,_conserved_site	PF07521;_PF00753	Zn-dependent_metallo-hydrolase_RNA_specificity_domain;_Metallo-beta-lactamase_superfamily
GCA_000008085-CALJACFG_04890	IPR001892;_IPR019977;_IPR027437;_IPR018269;_IPR010979	Ribosomal_protein_S13;_Ribosomal_protein_S13,_archaeal;_30s_ribosomal_protein_S13,_C-terminal;_Ribosomal_protein_S13,_conserved_site;_Ribosomal_protein_S13-like,_H2TH	PF00416	Ribosomal_protein_S13/S18
GCA_000008085-CALJACFG_04900	-	-	-	-
GCA_000008085-CALJACFG_04910	IPR001047;_IPR020919;_IPR018283;_IPR022309	Ribosomal_protein_S8e;_Ribosomal_protein_S8e,_archaeal;_Ribosomal_protein_S8e,_conserved_site;_Ribosomal_protein_S8e/ribosomal_biogenesis_NSA2	PF01201	Ribosomal_protein_S8e
GCA_000008085-CALJACFG_04920	-	-	-	-
GCA_000008085-CALJACFG_04930	-	-	-	-
GCA_000008085-CALJACFG_04940	-	-	-	-
GCA_000008085-CALJACFG_04950	IPR029052;_IPR004843	Metallo-dependent_phosphatase-like;_Calcineurin-like_phosphoesterase_domain,_ApaH_type	PF00149	Calcineurin-like_phosphoesterase
GCA_000008085-CALJACFG_04960	IPR037103;_IPR024757;_IPR018316;_IPR000158;_IPR036525;_IPR003008;_IPR008280	Tubulin/FtsZ,_C-terminal_domain_superfamily;_Cell_division_protein_FtsZ,_C-terminal;_Tubulin/FtsZ,_2-layer_sandwich_domain;_Cell_division_protein_FtsZ;_Tubulin/FtsZ,_GTPase_domain_superfamily;_Tubulin/FtsZ,_GTPase_domain;_Tubulin/FtsZ,_C-terminal	PF12327;_PF00091	FtsZ_family,_C-terminal_domain;_Tubulin/FtsZ_family,_GTPase_domain
GCA_000008085-CALJACFG_04970	IPR003593;_IPR004201;_IPR003338;_IPR003960;_IPR005938;_IPR003959;_IPR015415;_IPR027417;_IPR029067;_IPR009010	AAA+_ATPase_domain;_CDC48,_domain_2;_CDC48,_N-terminal_subdomain;_ATPase,_AAA-type,_conserved_site;_AAA_ATPase,_CDC48_family;_ATPase,_AAA-type,_core;_Vps4_oligomerisation,_C-terminal;_P-loop_containing_nucleoside_triphosphate_hydrolase;_CDC48_domain_2-like_superfamily;_Aspartate_decarboxylase-like_domain_superfamily	PF02933;_PF02359;_PF00004;_PF09336	Cell_division_protein_48_(CDC48),_domain_2;_Cell_division_protein_48_(CDC48),_N-terminal_domain;_ATPase_family_associated_with_various_cellular_activities_(AAA);_Vps4_C_terminal_oligomerisation_domain
GCA_000008085-CALJACFG_04980	-	-	-	-
GCA_000008085-CALJACFG_04990	-	-	-	-
GCA_000008085-CALJACFG_05000	-	-	-	-
GCA_000008085-CALJACFG_05010	IPR000876;_IPR005824;_IPR013845;_IPR002942;_IPR038237;_IPR014722;_IPR013843	Ribosomal_protein_S4e;_KOW;_Ribosomal_protein_S4e,_central_region;_RNA-binding_S4_domain;_Ribosomal_protein_S4e,_central_domain_superfamily;_Ribosomal_protein_L2,_domain_2;_Ribosomal_protein_S4e,_N-terminal	PF01479;_PF08071;_PF00900	S4_domain;_RS4NT_(NUC023)_domain;_Ribosomal_family_S4e
GCA_000008085-CALJACFG_05020	IPR004531;_IPR005147;_IPR009061;_IPR005146;_IPR020825	Phenylalanyl-tRNA_synthetase,_class_IIc,_beta_subunit,_archae/euk_cytosolic;_tRNA_synthetase,_B5-domain;_Putative_DNA-binding_domain_superfamily;_B3/B4_tRNA-binding_domain;_Phenylalanyl-tRNA_synthetase,_B3/B4	PF03483	B3/4_domain
GCA_000008085-CALJACFG_05030	IPR002222;_IPR023575;_IPR020934;_IPR005713	Ribosomal_protein_S19/S15;_Ribosomal_protein_S19,_superfamily;_Ribosomal_protein_S19_conserved_site;_Ribosomal_protein_S19A/S15e	PF00203	Ribosomal_protein_S19
GCA_000008085-CALJACFG_05040	IPR027488;_IPR036419;_IPR001351;_IPR015946;_IPR005703;_IPR009019	Ribosomal_protein_S3,_archaeal;_Ribosomal_protein_S3,_C-terminal_domain_superfamily;_Ribosomal_protein_S3,_C-terminal;_K_homology_domain-like,_alpha/beta;_Ribosomal_protein_S3,_eukaryotic/archaeal;_K_homology_domain_superfamily,_prokaryotic_type	PF00189	Ribosomal_protein_S3,_C-terminal_domain
GCA_000008085-CALJACFG_05050	IPR016481;_IPR036388;_IPR002853;_IPR017919;_IPR036390;_IPR024550	Transcription_factor_TFE,_archaea;_Winged_helix-like_DNA-binding_domain_superfamily;_Transcription_initiation_factor_IIE_subunit_alpha,_N-terminal;_Transcription_factor_TFE/TFIIEalpha_HTH_domain;_Winged_helix_DNA-binding_domain_superfamily;_TFIIEalpha/SarR/Rpc3_HTH_domain	PF02002	TFIIE_alpha_subunit
GCA_000008085-CALJACFG_05060	-	-	-	-
GCA_000008085-CALJACFG_05070	-	-	-	-
GCA_000008085-CALJACFG_05080	-	-	-	-
GCA_000008085-CALJACFG_05090	IPR004837;_IPR004481	Sodium/calcium_exchanger_membrane_region;_Sodium/potassium/calcium_exchanger	PF01699	Sodium/calcium_exchanger_protein
GCA_000008085-CALJACFG_05100	IPR009068;_IPR023029;_IPR000589;_IPR012606	S15/NS1,_RNA-binding;_Ribosomal_protein_S15P;_Ribosomal_protein_S15;_Ribosomal_protein_S13/S15,_N-terminal	PF00312;_PF08069	Ribosomal_protein_S15;_Ribosomal_S13/S15_N-terminal_domain
GCA_000008085-CALJACFG_05110	IPR021131;_IPR022947;_IPR036227	Ribosomal_protein_L18e/L15P;_Ribosomal_protein_L18e,_archaea;_Ribosomal_L18e/L15P_superfamily	PF00828	Ribosomal_proteins_50S-L15,_50S-L18e,_60S-L27A
GCA_000008085-CALJACFG_05120	-	-	-	-
GCA_000008085-CALJACFG_05130	-	-	-	-
GCA_000008085-CALJACFG_05140	-	-	-	-
GCA_000008085-CALJACFG_05150	IPR029063	S-adenosyl-L-methionine-dependent_methyltransferase	PF13489	Methyltransferase_domain
GCA_000008085-CALJACFG_05160	IPR023753;_IPR036188;_IPR000103;_IPR008255	FAD/NAD(P)-binding_domain;_FAD/NAD(P)-binding_domain_superfamily;_Pyridine_nucleotide-disulphide_oxidoreductase,_class-II;_Pyridine_nucleotide-disulphide_oxidoreductase,_class-II,_active_site	PF07992	Pyridine_nucleotide-disulphide_oxidoreductase
GCA_000008085-CALJACFG_05170	-	-	-	-
GCA_000008085-CALJACFG_05180	IPR017861;_IPR000905;_IPR034680	Kae1/TsaD_family;_Gcp-like_domain;_tRNA_N6-adenosine_threonylcarbamoyltransferase_Kae1/OSGEP	PF00814	Glycoprotease_family
GCA_000008085-CALJACFG_05190	IPR013785;_IPR027596;_IPR007197;_IPR016431;_IPR006638	Aldolase-type_TIM_barrel;_AmmeMemoRadiSam_system_radical_SAM_enzyme;_Radical_SAM;_Pyruvate-formate_lyase-activating_enzyme,_predicted;_Elp3/MiaB/NifB	PF13353;_PF04055	4Fe-4S_single_cluster_domain;_Radical_SAM_superfamily
GCA_000008085-CALJACFG_05200	IPR032672;_IPR013562;_IPR007807;_IPR000182;_IPR014001;_IPR027417	TmcA/NAT10/Kre33;_tRNA(Met)_cytidine_acetyltransferase_TmcA,_N-terminal;_Helicase_domain;_GNAT_domain;_Helicase_superfamily_1/2,_ATP-binding_domain;_P-loop_containing_nucleoside_triphosphate_hydrolase	PF08351;_PF05127;_PF13718	Domain_of_unknown_function_(DUF1726);_Helicase;_GNAT_acetyltransferase_2
GCA_000008085-CALJACFG_05210	IPR036925;_IPR005225;_IPR027417;_IPR015760;_IPR009000;_IPR000795;_IPR004544;_IPR023115;_IPR029459	Translation_initiation_factor_IF-2,_domain_3_superfamily;_Small_GTP-binding_protein_domain;_P-loop_containing_nucleoside_triphosphate_hydrolase;_Translation_initiation_factor_IF-_2;_Translation_protein,_beta-barrel_domain_superfamily;_Transcription_factor,_GTP-binding_domain;_Translation_initiation_factor_aIF-2,_archaea;_Translation_initiation_factor_IF-_2,_domain_3;_Elongation_factor_Tu-type_domain	PF11987;_PF14578;_PF00009	Translation-initiation_factor_2;_Elongation_factor_Tu_domain_4;_Elongation_factor_Tu_GTP_binding_domain
GCA_000008085-CALJACFG_05220	-	-	-	-
GCA_000008085-CALJACFG_05230	IPR036974;_IPR005155	PUA_domain_superfamily;_Ribosome_biogenesis_factor_NIP7-like	PF03657	Uncharacterised_protein_family_(UPF0113)
GCA_000008085-CALJACFG_05240	IPR013373;_IPR013320	Flagellin/pilin,_N-terminal;_Concanavalin_A-like_lectin/glucanase_domain_superfamily	PF13385	Concanavalin_A-like_lectin/glucanases_superfamily
GCA_000008085-CALJACFG_05250	IPR004175;_IPR014051;_IPR009097	RNA_2',3'-cyclic_phosphodiesterase;_Phosphoesterase,_HXTX;_Cyclic_phosphodiesterase	PF02834	LigT_like_Phosphoesterase
GCA_000008085-CALJACFG_05260	IPR002523	Mg2+_transporter_protein,_CorA-like/Zinc_transport_protein_ZntB	PF01544	CorA-like_Mg2+_transporter_protein
GCA_000008085-CALJACFG_05270	-	-	-	-
GCA_000008085-CALJACFG_05280	-	-	-	-
GCA_000008085-CALJACFG_05290	IPR038120;_IPR012758;_IPR007080;_IPR006592;_IPR007083;_IPR000722;_IPR007066;_IPR007081	RNA_polymerase_Rpb1,_funnel_domain_superfamily;_DNA-directed_RNA_polymerase_subunit_A'_(Rpo1N);_RNA_polymerase_Rpb1,_domain_1;_RNA_polymerase,_N-terminal;_RNA_polymerase_Rpb1,_domain_4;_RNA_polymerase,_alpha_subunit;_RNA_polymerase_Rpb1,_domain_3;_RNA_polymerase_Rpb1,_domain_5	PF04997;_PF05000;_PF00623;_PF04983;_PF04998	RNA_polymerase_Rpb1,_domain_1;_RNA_polymerase_Rpb1,_domain_4;_RNA_polymerase_Rpb1,_domain_2;_RNA_polymerase_Rpb1,_domain_3;_RNA_polymerase_Rpb1,_domain_5
GCA_000008085-CALJACFG_05300	IPR008532	Domain_of_unknown_function_DUF814	PF05670	Domain_of_unknown_function_(DUF814)
GCA_000008085-CALJACFG_05310	IPR002319;_IPR036388;_IPR036390;_IPR006195	Phenylalanyl-tRNA_synthetase;_Winged_helix-like_DNA-binding_domain_superfamily;_Winged_helix_DNA-binding_domain_superfamily;_Aminoacyl-tRNA_synthetase,_class_II	PF01409	tRNA_synthetases_class_II_core_domain_(F)
GCA_000008085-CALJACFG_05320	IPR029040	RNA_polymerase_subunit_RPABC4/transcription_elongation_factor_Spt4	-	-
GCA_000008085-CALJACFG_05330	IPR035913;_IPR000783;_IPR020609;_IPR039531	RPB5-like_RNA_polymerase_subunit_superfamily;_RNA_polymerase,_subunit_H/Rpb5_C-terminal;_Archaeal_RpoH_/eukaryotic_RPB5_RNA_polymerase_subunit;_DNA-directed_RNA_polymerase_subunit_Rpb5-like	PF01191	RNA_polymerase_Rpb5,_C-terminal_domain
GCA_000008085-CALJACFG_05340	IPR001865;_IPR023591;_IPR005707;_IPR023454	Ribosomal_protein_S2;_Ribosomal_protein_S2,_flavodoxin-like_domain_superfamily;_Ribosomal_protein_S2,_eukaryotic/archaeal;_Ribosomal_protein_S2,_archaeal	PF00318	Ribosomal_protein_S2
GCA_000008085-CALJACFG_05350	IPR012308;_IPR012310;_IPR012340;_IPR036599;_IPR012309;_IPR000977;_IPR022865	DNA_ligase,_ATP-dependent,_N-terminal;_DNA_ligase,_ATP-dependent,_central;_Nucleic_acid-binding,_OB-fold;_DNA_ligase,_ATP-dependent,_N-terminal_domain_superfamily;_DNA_ligase,_ATP-dependent,_C-terminal;_DNA_ligase,_ATP-dependent;_DNA_ligase,_ATP-dependent,_bacterial/archaeal	PF04675;_PF01068;_PF04679	DNA_ligase_N_terminus;_ATP_dependent_DNA_ligase_domain;_ATP_dependent_DNA_ligase_C_terminal_region
GCA_000008085-CALJACFG_05360	-	-	-	-
GCA_000008085-CALJACFG_05370	-	-	-	-
GCA_000008085-CALJACFG_05380	IPR011650;_IPR002933;_IPR036264	Peptidase_M20,_dimerisation_domain;_Peptidase_M20;_Bacterial_exopeptidase_dimerisation_domain	PF07687;_PF01546	Peptidase_dimerisation_domain;_Peptidase_family_M20/M25/M40
GCA_000008085-CALJACFG_05390	IPR033186;_IPR008571;_IPR002789;_IPR027417	Helicase_HerA-like_C-terminal;_Helicase_HerA;_Helicase_HerA,_central_domain;_P-loop_containing_nucleoside_triphosphate_hydrolase	PF05872;_PF01935	Bacterial_protein_of_unknown_function_(DUF853);_Domain_of_unknown_function_DUF87
GCA_000008085-CALJACFG_05400	IPR036113;_IPR003837	Glu-tRNAGln_amidotransferase_superfamily,_subunit_C;_Glu-tRNAGln_amidotransferase_C_subunit	PF02686	Glu-tRNAGln_amidotransferase_C_subunit
GCA_000008085-CALJACFG_05410	-	-	-	-
GCA_000008085-CALJACFG_05420	IPR011257;_IPR016544;_IPR015254;_IPR023170	DNA_glycosylase;_N-glycosylase/DNA_lyase;_N-glycosylase/DNA_lyase-like;_Helix-turn-helix,_base-excision_DNA_repair,_C-terminal	PF09171	N-glycosylase/DNA_lyase
GCA_000008085-CALJACFG_05430	IPR002777;_IPR009053	Prefoldin_beta-like;_Prefoldin	PF01920	Prefoldin_subunit
GCA_000008085-CALJACFG_05440	-	-	-	-
GCA_000008085-CALJACFG_05450	IPR002769	Translation_initiation_factor_IF6	PF01912	eIF-6_family
GCA_000008085-CALJACFG_05460	IPR001310;_IPR036265;_IPR011146;_IPR019808;_IPR039384	Histidine_triad_(HIT)_protein;_HIT-like_superfamily;_HIT-like_domain;_Histidine_triad,_conserved_site;_HINT_family	PF01230	HIT_domain
GCA_000008085-CALJACFG_05470	IPR012675	Beta-grasp_domain_superfamily	-	-
GCA_000008085-CALJACFG_05480	-	-	-	-
GCA_000008085-CALJACFG_05490	IPR001353;_IPR019982;_IPR029055;_IPR000426;_IPR023332	Proteasome,_subunit_alpha/beta;_Proteasome_alpha_subunit,_archaeal;_Nucleophile_aminohydrolases,_N-terminal;_Proteasome_alpha-subunit,_N-terminal_domain;_Proteasome_alpha-type_subunit	PF00227;_PF10584	Proteasome_subunit;_Proteasome_subunit_A_N-terminal_signature
GCA_000008085-CALJACFG_05500	IPR011063;_IPR035107;_IPR000541;_IPR014729	tRNA(Ile)-lysidine/2-thiocytidine_synthase,_N-terminal;_tRNA_thiolation_protein,_TtcA/Ctu1_type;_Cytoplasmic_tRNA_2-thiolation_protein_1;_Rossmann-like_alpha/beta/alpha_sandwich_fold	PF01171	PP-loop_family
GCA_000008085-CALJACFG_05510	IPR004114;_IPR000241;_IPR002052;_IPR029063	THUMP_domain;_Putative_RNA_methylase_domain;_DNA_methylase,_N-6_adenine-specific,_conserved_site;_S-adenosyl-L-methionine-dependent_methyltransferase	PF02926;_PF01170	THUMP_domain;_Putative_RNA_methylase_family_UPF0020
GCA_000008085-CALJACFG_05520	IPR002500;_IPR014729	Phosphoadenosine_phosphosulphate_reductase;_Rossmann-like_alpha/beta/alpha_sandwich_fold	PF01507	Phosphoadenosine_phosphosulfate_reductase_family
GCA_000008085-CALJACFG_05530	IPR036786;_IPR018978;_IPR037188;_IPR035647;_IPR002140;_IPR039100;_IPR019783	Ribosome_maturation_protein_SBDS,_N-terminal_domain_superfamily;_Ribosome_maturation_protein_SBDS,_C-terminal;_Ribosome_maturation_protein_Sdo1/SBDS,_central_domain_superfamily;_EF-G_domain_III/V-like;_Ribosome_maturation_protein_Sdo1/SBDS;_Ribosome_maturation_protein_Sdo1/SBDS-like;_Ribosome_maturation_protein_SBDS,_N-terminal	PF09377;_PF01172	SBDS_protein_C-terminal_domain;_Shwachman-Bodian-Diamond_syndrome_(SBDS)_protein
GCA_000008085-CALJACFG_05540	IPR036895	Uracil-DNA_glycosylase-like_domain_superfamily	-	-
GCA_000008085-CALJACFG_05550	IPR008571;_IPR027417;_IPR002789	Helicase_HerA;_P-loop_containing_nucleoside_triphosphate_hydrolase;_Helicase_HerA,_central_domain	PF01935	Domain_of_unknown_function_DUF87
GCA_000008085-CALJACFG_05560	IPR023211;_IPR006134;_IPR030934	DNA_polymerase,_palm_domain_superfamily;_DNA-directed_DNA_polymerase,_family_B,_multifunctional_domain;_Intein_C-terminal_splicing_region	PF00136	DNA_polymerase_family_B
GCA_000008085-CALJACFG_05570	IPR007404	LexA-binding,_inner_membrane-associated_putative_hydrolase	PF04307	LexA-binding,_inner_membrane-associated_putative_hydrolase
GCA_000008085-CALJACFG_05580	IPR006685;_IPR010920;_IPR011014;_IPR011066	Mechanosensitive_ion_channel_MscS;_LSM_domain_superfamily;_Mechanosensitive_ion_channel_MscS,_transmembrane-2;_Mechanosensitive_ion_channel_MscS,_C-terminal	PF00924	Mechanosensitive_ion_channel
GCA_000008085-CALJACFG_05590	IPR001515;_IPR036351	Ribosomal_protein_L32e;_Ribosomal_protein_L32e_superfamily	PF01655	Ribosomal_protein_L32
GCA_000008085-CALJACFG_05600	-	-	-	-
GCA_000008085-CALJACFG_05610	-	-	-	-
GCA_000008085-CALJACFG_05620	-	-	-	-
GCA_000008085-CALJACFG_05630	-	-	-	-
GCA_000008085-CALJACFG_05640	IPR022285;_IPR025246	Conserved_hypothetical_protein_CHP03879,_regulatory_domain,_putative;_Transposase_IS30-like_HTH_domain	PF13936	Helix-turn-helix_domain
GCA_000008085-CALJACFG_05650	IPR012340;_IPR004364;_IPR006195;_IPR004523;_IPR004365;_IPR002312	Nucleic_acid-binding,_OB-fold;_Aminoacyl-tRNA_synthetase,_class_II_(D/K/N);_Aminoacyl-tRNA_synthetase,_class_II;_Aspartate-tRNA_synthetase,_type_2;_OB-fold_nucleic_acid_binding_domain,_AA-tRNA_synthetase-type;_Aspartyl/Asparaginyl-tRNA_synthetase,_class_IIb	PF00152;_PF01336	tRNA_synthetases_class_II_(D,_K_and_N);_OB-fold_nucleic_acid_binding_domain
GCA_000008085-CALJACFG_05660	IPR023267;_IPR001678;_IPR018314;_IPR011023;_IPR029063;_IPR031341	RNA_(C5-cytosine)_methyltransferase;_SAM-dependent_methyltransferase_RsmB/NOP2-type;_Bacterial_Fmu_(Sun)/eukaryotic_nucleolar_NOL1/Nop2p,_conserved_site;_Nop2p;_S-adenosyl-L-methionine-dependent_methyltransferase;_Ribosomal_RNA_small_subunit_methyltransferase_F,_N-terminal	PF01189;_PF17125	16S_rRNA_methyltransferase_RsmB/F;_N-terminal_domain_of_16S_rRNA_methyltransferase_RsmF
GCA_000008085-CALJACFG_05670	IPR000286;_IPR023696;_IPR023801;_IPR037138	Histone_deacetylase_family;_Ureohydrolase_domain_superfamily;_Histone_deacetylase_domain;_Histone_deacetylase_domain_superfamily	PF00850	Histone_deacetylase_domain
GCA_000008085-CALJACFG_05680	IPR000730;_IPR022649;_IPR022648	Proliferating_cell_nuclear_antigen,_PCNA;_Proliferating_cell_nuclear_antigen,_PCNA,_C-terminal;_Proliferating_cell_nuclear_antigen,_PCNA,_N-terminal	PF02747;_PF00705	Proliferating_cell_nuclear_antigen,_C-terminal_domain;_Proliferating_cell_nuclear_antigen,_N-terminal_domain
GCA_000008085-CALJACFG_05690	-	-	-	-
GCA_000008085-CALJACFG_05700	IPR011590;_IPR039659;_IPR005100;_IPR006645;_IPR005825;_IPR036735;_IPR005824;_IPR008991;_IPR014722	Transcription_elongation_factor_Spt5,_archaeal;_Transcription_elongation_factor_SPT5;_NGN_domain;_NusG,_N-terminal;_Ribosomal_protein_L24/L26,_conserved_site;_NusG,_N-terminal_domain_superfamily;_KOW;_Translation_protein_SH3-like_domain_superfamily;_Ribosomal_protein_L2,_domain_2	PF03439;_PF00467	Early_transcription_elongation_factor_of_RNA_pol_II,_NGN_section;_KOW_motif
GCA_000008085-CALJACFG_05710	IPR011991;_IPR036388;_IPR036390;_IPR002831	ArsR-like_helix-turn-helix_domain;_Winged_helix-like_DNA-binding_domain_superfamily;_Winged_helix_DNA-binding_domain_superfamily;_Transcription_regulator_TrmB,_N-terminal	PF01978	Sugar-specific_transcriptional_regulator_TrmB
GCA_000008085-CALJACFG_05720	IPR035647;_IPR004543;_IPR000795;_IPR005225;_IPR000640;_IPR005517;_IPR020568;_IPR014721;_IPR004161;_IPR009000;_IPR027417	EF-G_domain_III/V-like;_Translation_elongation_factor_EFG/EF2,_archaeal;_Transcription_factor,_GTP-binding_domain;_Small_GTP-binding_protein_domain;_Elongation_factor_EFG,_domain_V-like;_Translation_elongation_factor_EFG/EF2,_domain_IV;_Ribosomal_protein_S5_domain_2-type_fold;_Ribosomal_protein_S5_domain_2-type_fold,_subgroup;_Translation_elongation_factor_EFTu-like,_domain_2;_Translation_protein,_beta-barrel_domain_superfamily;_P-loop_containing_nucleoside_triphosphate_hydrolase	PF00009;_PF00679;_PF03144;_PF14492;_PF03764	Elongation_factor_Tu_GTP_binding_domain;_Elongation_factor_G_C-terminus;_Elongation_factor_Tu_domain_2;_Elongation_Factor_G,_domain_II;_Elongation_factor_G,_domain_IV
