accession	BinID	NewContigID	OldContigId	ContigIdMerge	ContigNewLength	ContigOldLength	GC	ProteinID	ProteinGC	ProteinLength	Prokka	NCBI_COG	NCBI_COG_Description	PathwayID	Pathway	NCBI_COG_evalue	arcogs	arcogs_geneID	arcogs_Description	Pathway	arcogs_evalue	KO_hmm	e_value	bit_score	bit_score_cutoff	Definition	confidence	PFAM_hmm	PFAM_description	Pfam_Evalue	TIRGR	TIGR_description	EC	TIGR_Evalue	CAZy	CAZy_evalue	Description	TDBD_ID	TPDB_evalue	HydDB	Description	HydDB_evalue	IPR	IPRMdescription	IPR_PFAM	IPR_PFAMdescription	TopHit	E_value	PecID	TaxID	TaxString
GCA_000008085-CALJACFG_01300	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_01300	0.06	410	tRNA-guanine(15) transglycosylase	COG0343	Queuine/archaeosine_tRNA-ribosyltransferase	J	tRNA_modification	1.1e-71	arCOG00989	Tgt	Queuine/archaeosine_tRNA-ribosyltransferase	J	2.5e-87	K18779	4.9e-131	434.5	374.97	7-cyano-7-deazaguanine_tRNA-ribosyltransferase_[EC:2.4.2.48]	high_score	PF01702	Queuine_tRNA-ribosyltransferase	2e-29	TIGR00432	tRNA-guanine(15)_transglycosylase	2.4.2.48	7.1e-101	-	-	-	-	-	-	-	-	IPR004804;_IPR036511;_IPR002616	tRNA-guanine(15)_transglycosylase;_Queuine_tRNA-ribosyltransferase-like;_tRNA-guanine(15)_transglycosylase-like	PF01702	Queuine_tRNA-ribosyltransferase	Q74N90.2_RecName:_Full=tRNA-guanine(15)_transglycosylase;_AltName:_Full=7-cyano-7-deazaguanine_tRNA-ribosyltransferase;_AltName:_Full=Archaeal_tRNA-guanine_transglycosylase	4.0e-234	100.0	228908	Archaea,Nanoarchaeota,none,Nanoarchaeales,Nanoarchaeaceae,Nanoarchaeum,Nanoarchaeum_equitans
GCA_000008085-CALJACFG_01310	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_01310	0.051	232	Fibrillarin-like rRNA/tRNA 2'-O-methyltransferase	COG1889	Fibrillarin-like_rRNA_2'-O-methylase_NOP1	J	-	6.2e-91	arCOG00078	NOP1	Fibrillarin-like_rRNA_methylase	J	1.3e-71	K04795	4.9e-92	304.0	281.80	fibrillarin-like_pre-rRNA_processing_protein	high_score	PF01269	Fibrillarin	3.3e-95	-	-	-	-	-	-	-	-	-	-	-	-	IPR020813;_IPR000692;_IPR029063	Fibrillarin,_conserved_site;_Fibrillarin;_S-adenosyl-L-methionine-dependent_methyltransferase	PF01269	Fibrillarin	Q74N89.1_RecName:_Full=Fibrillarin-like_rRNA/tRNA_2'-O-methyltransferase	2.7e-126	100.0	228908	Archaea,Nanoarchaeota,none,Nanoarchaeales,Nanoarchaeaceae,Nanoarchaeum,Nanoarchaeum_equitans
GCA_000008085-CALJACFG_01320	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_01320	0.086	392	Glutamyl-tRNA(Gln) amidotransferase subunit D	COG0252	L-asparaginase/archaeal_Glu-tRNAGln_amidotransferase_subunit_D	JE	-	7.6e-68	arCOG01924	AnsB	L-asparaginase/archaeal_Glu-tRNAGln_amidotransferase_subunit_D	E	5.2e-90	K09482	5e-126	417.5	372.90	glutamyl-tRNA(Gln)_amidotransferase_subunit_D_[EC:6.3.5.7]	high_score	PF00710	Asparaginase,_N-terminal	2.2e-45	TIGR02153	glutamyl-tRNA(Gln)_amidotransferase,_subunit_D	6.3.5.-	1.4e-114	-	-	-	-	-	-	-	-	IPR006034;_IPR027475;_IPR011878;_IPR006033;_IPR037222;_IPR027474;_IPR027473;_IPR037152;_IPR036152	Asparaginase/glutaminase-like;_Asparaginase/glutaminase,_active_site_2;_Glutamyl-tRNA(Gln)_amidotransferase_subunit__D;_L-asparaginase,_type_I;_GatD,_N-terminal;_L-asparaginase,_N-terminal;_L-asparaginase,_C-terminal;_L-asparaginase,_N-terminal_domain_superfamily;_Asparaginase/glutaminase-like_superfamily	PF00710	Asparaginase,_N-terminal	P61401.1_RecName:_Full=Glutamyl-tRNA(Gln)_amidotransferase_subunit_D;_Short=Glu-ADT_subunit_D	6.8e-223	100.0	228908	Archaea,Nanoarchaeota,none,Nanoarchaeales,Nanoarchaeaceae,Nanoarchaeum,Nanoarchaeum_equitans
GCA_000008085-CALJACFG_01330	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_01330	0.055	127	hypothetical protein	COG1833	Uri_superfamily_endonuclease	R	-	1.6e-31	arCOG00463	-	Uri_superfamily_endonuclease	L	2.3e-31	-	-	-	-	-	-	PF01986	Domain_of_unknown_function_DUF123	1.4e-16	-	-	-	-	-	-	-	-	-	-	-	-	IPR000305;_IPR002837	GIY-YIG_endonuclease;_Protein_of_unknown_function_DUF123	PF01986	Domain_of_unknown_function_DUF123	AAR38982.1_NEQ126a_[Nanoarchaeum_equitans_Kin4-M]	7.2e-65	100.0	228908	Archaea,Nanoarchaeota,none,Nanoarchaeales,Nanoarchaeaceae,Nanoarchaeum,Nanoarchaeum_equitans
GCA_000008085-CALJACFG_01340	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_01340	0.06	633	hypothetical protein	COG2192	Predicted_carbamoyl_transferase,_NodU_family	R	-	4.4e-156	arCOG01188	-	Predicted_carbamoyl_transferase,_NodU_family	R	5.9e-187	K00612	2.9e-150	498.9	317.77	carbamoyltransferase_[EC:2.1.3.-]	high_score	PF02543	Carbamoyltransferase_N-terminus	4.7e-74	-	-	-	-	-	-	-	-	-	-	-	-	IPR038152;_IPR031730;_IPR003696	Carbamoyltransferase,_C-terminal_domain_superfamily;_Carbamoyltransferase,_C-terminal;_Carbamoyltransferase	PF16861;_PF02543	Carbamoyltransferase_C-terminus;_Carbamoyltransferase_N-terminus	AAR38983.1_NEQ127_[Nanoarchaeum_equitans_Kin4-M]	0.0e+00	100.0	228908	Archaea,Nanoarchaeota,none,Nanoarchaeales,Nanoarchaeaceae,Nanoarchaeum,Nanoarchaeum_equitans
GCA_000008085-CALJACFG_01350	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_01350	0.052	340	hypothetical protein	COG1524	c-di-AMP_phosphodiesterase_AtaC_or_nucleotide_pyrophosphatase,_AlkP_superfamily	T	-	4.1e-24	arCOG01378	-	Uncharacterized_protein_of_the_AP_superfamily	R	1.4e-56	K18398	2.8e-14	49.3	534.20	ectonucleotide_pyrophosphatase/phosphodiesterase_family_member_5_[EC:3.1.-.-]	-	PF01663	Type_I_phosphodiesterase_/_nucleotide_pyrophosphatase	6e-12	-	-	-	-	-	-	-	-	-	-	-	-	IPR002591;_IPR017850;_IPR017849	Type_I_phosphodiesterase/nucleotide_pyrophosphatase/phosphate_transferase;_Alkaline-phosphatase-like,_core_domain_superfamily;_Alkaline_phosphatase-like,_alpha/beta/alpha	PF01663	Type_I_phosphodiesterase_/_nucleotide_pyrophosphatase	AAR38984.1_NEQ128_[Nanoarchaeum_equitans_Kin4-M]	2.9e-190	100.0	228908	Archaea,Nanoarchaeota,none,Nanoarchaeales,Nanoarchaeaceae,Nanoarchaeum,Nanoarchaeum_equitans
GCA_000008085-CALJACFG_01360	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_01360	0.082	109	Translation initiation factor 1A	COG0361	Translation_initiation_factor_IF-1	J	Translation_factors	1.6e-17	arCOG01179	InfA	Translation_initiation_factor_1_(IF-1)	J	5.7e-18	K03236	5.3e-19	65.6	58.43	translation_initiation_factor_1A	high_score	PF01176	Translation_initiation_factor_1A_/_IF-1	1.5e-24	TIGR00523	translation_initiation_factor_eIF-1A	-	6.2e-22	-	-	-	-	-	-	-	-	IPR006196;_IPR001253;_IPR012340	RNA-binding_domain,_S1,_IF1_type;_Translation_initiation_factor_1A_(eIF-1A);_Nucleic_acid-binding,_OB-fold	PF01176	Translation_initiation_factor_1A_/_IF-1	AAR38985.1_NEQ130_[Nanoarchaeum_equitans_Kin4-M]	4.7e-57	100.0	228908	Archaea,Nanoarchaeota,none,Nanoarchaeales,Nanoarchaeaceae,Nanoarchaeum,Nanoarchaeum_equitans
GCA_000008085-CALJACFG_01370	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_01370	0.089	290	hypothetical protein	COG0719	Fe-S_cluster_assembly_scaffold_protein_SufB	O	-	6.7e-25	arCOG01715	SufB	Cysteine_desulfurase_activator_SufB	O	2.7e-21	K07033	3.1e-44	148.5	422.17	uncharacterized_protein	-	PF01458	Uncharacterized_protein_family_(UPF0051)	2e-18	TIGR01980	FeS_assembly_protein_SufB	-	5.7e-14	-	-	-	-	-	-	-	-	IPR037284;_IPR000825	SUF_system_FeS_cluster_assembly,_SufBD_superfamily;_SUF_system_FeS_cluster_assembly,_SufBD	PF01458	Uncharacterized_protein_family_(UPF0051)	AAR38986.1_NEQ129_[Nanoarchaeum_equitans_Kin4-M]	2.4e-156	100.0	228908	Archaea,Nanoarchaeota,none,Nanoarchaeales,Nanoarchaeaceae,Nanoarchaeum,Nanoarchaeum_equitans
GCA_000008085-CALJACFG_01380	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_01380	0.037	185	hypothetical protein	COG2178	Predicted_RNA-_or_ssDNA-binding_protein,_translin_family	R	-	2.7e-44	arCOG04318	-	Predicted_RNA-binding_protein_of_the_translin_family	J	1.4e-42	K07477	1.2e-41	139.5	121.43	translin	high_score	PF01997	Translin_family	1.4e-12	-	-	-	-	-	-	-	-	-	-	-	-	IPR002848;_IPR036081	Translin_family;_Translin_superfamily	PF01997	Translin_family	AAR38987.1_NEQ131_[Nanoarchaeum_equitans_Kin4-M]	3.3e-95	100.0	228908	Archaea,Nanoarchaeota,none,Nanoarchaeales,Nanoarchaeaceae,Nanoarchaeum,Nanoarchaeum_equitans
GCA_000008085-CALJACFG_01390	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_01390	0.092	355	Cell division protein FtsZ 1	COG0206	Cell_division_GTPase_FtsZ	D	-	1.2e-114	arCOG02201	FtsZ1_2	Cell_division_GTPase	D	3.3e-93	K03531	2.5e-114	378.9	140.53	cell_division_protein_FtsZ	high_score	PF00091	Tubulin/FtsZ_family,_GTPase_domain	6.5e-41	TIGR00065	cell_division_protein_FtsZ	-	1.2e-112	-	-	-	-	-	-	-	-	IPR003008;_IPR024757;_IPR000158;_IPR018316;_IPR036525;_IPR008280	Tubulin/FtsZ,_GTPase_domain;_Cell_division_protein_FtsZ,_C-terminal;_Cell_division_protein_FtsZ;_Tubulin/FtsZ,_2-layer_sandwich_domain;_Tubulin/FtsZ,_GTPase_domain_superfamily;_Tubulin/FtsZ,_C-terminal	PF00091;_PF12327	Tubulin/FtsZ_family,_GTPase_domain;_FtsZ_family,_C-terminal_domain	AAR38988.1_NEQ133_[Nanoarchaeum_equitans_Kin4-M]	7.8e-194	100.0	228908	Archaea,Nanoarchaeota,none,Nanoarchaeales,Nanoarchaeaceae,Nanoarchaeum,Nanoarchaeum_equitans
GCA_000008085-CALJACFG_01400	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_01400	0.08	186	hypothetical protein	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AAR38989.1_NEQ132_[Nanoarchaeum_equitans_Kin4-M]	5.0e-99	100.0	228908	Archaea,Nanoarchaeota,none,Nanoarchaeales,Nanoarchaeaceae,Nanoarchaeum,Nanoarchaeum_equitans
GCA_000008085-CALJACFG_01410	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_01410	0.104	286	hypothetical protein	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AAR38990.1_NEQ134_[Nanoarchaeum_equitans_Kin4-M]	1.2e-163	100.0	228908	Archaea,Nanoarchaeota,none,Nanoarchaeales,Nanoarchaeaceae,Nanoarchaeum,Nanoarchaeum_equitans
GCA_000008085-CALJACFG_01420	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_01420	0.072	496	hypothetical protein	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AAR38991.1_NEQ135_[Nanoarchaeum_equitans_Kin4-M]	6.9e-289	100.0	228908	Archaea,Nanoarchaeota,none,Nanoarchaeales,Nanoarchaeaceae,Nanoarchaeum,Nanoarchaeum_equitans
GCA_000008085-CALJACFG_01430	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_01430	0.076	250	hypothetical protein	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AAR38992.1_NEQ136_[Nanoarchaeum_equitans_Kin4-M]	2.9e-142	100.0	228908	Archaea,Nanoarchaeota,none,Nanoarchaeales,Nanoarchaeaceae,Nanoarchaeum,Nanoarchaeum_equitans
GCA_000008085-CALJACFG_01440	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_01440	0.068	569	hypothetical protein	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AAR38993.1_NEQ137_[Nanoarchaeum_equitans_Kin4-M]	0.0e+00	100.0	228908	Archaea,Nanoarchaeota,none,Nanoarchaeales,Nanoarchaeaceae,Nanoarchaeum,Nanoarchaeum_equitans
GCA_000008085-CALJACFG_01450	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_01450	0.046	365	hypothetical protein	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AAR38994.1_NEQ139_[Nanoarchaeum_equitans_Kin4-M]	1.5e-187	100.0	228908	Archaea,Nanoarchaeota,none,Nanoarchaeales,Nanoarchaeaceae,Nanoarchaeum,Nanoarchaeum_equitans
GCA_000008085-CALJACFG_01460	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_01460	0.034	232	hypothetical protein	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AAR38995.1_NEQ138_[Nanoarchaeum_equitans_Kin4-M]	3.2e-119	100.0	228908	Archaea,Nanoarchaeota,none,Nanoarchaeales,Nanoarchaeaceae,Nanoarchaeum,Nanoarchaeum_equitans
GCA_000008085-CALJACFG_01470	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_01470	0.065	292	hypothetical protein	-	-	-	-	-	-	-	-	-	-	K11985	4.8e-06	23.3	70.23	TRAF-interacting_protein_[EC:2.3.2.27]	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AAR38996.1_NEQ140_[Nanoarchaeum_equitans_Kin4-M]	1.8e-140	100.0	228908	Archaea,Nanoarchaeota,none,Nanoarchaeales,Nanoarchaeaceae,Nanoarchaeum,Nanoarchaeum_equitans
GCA_000008085-CALJACFG_01480	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_01480	0.07	540	Thermosome subunit alpha	COG0459	Chaperonin_GroEL_(HSP60_family)	O	-	3.8e-153	arCOG01257	GroEL	Chaperonin_GroEL,_HSP60_family	O	6.9e-231	K22447	1.4e-248	822.8	589.77	archaeal_chaperonin	high_score	PF00118	TCP-1/cpn60_chaperonin_family	3.5e-188	TIGR02339	thermosome,_various_subunits,_archaeal	-	1.9e-241	-	-	-	-	-	-	-	-	IPR002194;_IPR002423;_IPR027413;_IPR027410;_IPR012714;_IPR027409;_IPR017998	Chaperonin_TCP-1,_conserved_site;_Chaperonin_Cpn60/TCP-1_family;_GroEL-like_equatorial_domain_superfamily;_TCP-1-like_chaperonin_intermediate_domain_superfamily;_Thermosome,_archaeal;_GroEL-like_apical_domain_superfamily;_Chaperone_tailless_complex_polypeptide_1_(TCP-1)	PF00118	TCP-1/cpn60_chaperonin_family	AAR38997.1_NEQ141_[Nanoarchaeum_equitans_Kin4-M]	8.0e-291	100.0	228908	Archaea,Nanoarchaeota,none,Nanoarchaeales,Nanoarchaeaceae,Nanoarchaeum,Nanoarchaeum_equitans
GCA_000008085-CALJACFG_01490	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_01490	0.054	567	Type 2 DNA topoisomerase 6 subunit B	COG1389	DNA_topoisomerase_VI,_subunit_B	L	-	1.1e-186	arCOG01165	-	DNA_topoisomerase_VI,_subunit_B	L	5.8e-152	K03167	4.7e-181	600.0	119.30	DNA_topoisomerase_VI_subunit_B_[EC:5.6.2.2]	high_score	PF09239	Topoisomerase_VI_B_subunit,_transducer	5.1e-57	TIGR01052	DNA_topoisomerase_VI,_B_subunit	5.99.1.3	1.9e-154	-	-	-	-	-	-	-	-	IPR005734;_IPR003594;_IPR020568;_IPR036890;_IPR015320;_IPR014721	DNA_topoisomerase_VI,_subunit_B;_Histidine_kinase/HSP90-like_ATPase;_Ribosomal_protein_S5_domain_2-type_fold;_Histidine_kinase/HSP90-like_ATPase_superfamily;_DNA_topoisomerase_VI,_subunit_B,_transducer;_Ribosomal_protein_S5_domain_2-type_fold,_subgroup	PF02518;_PF09239	Histidine_kinase-,_DNA_gyrase_B-,_and_HSP90-like_ATPase;_Topoisomerase_VI_B_subunit,_transducer	AAR38998.1_NEQ144_[Nanoarchaeum_equitans_Kin4-M]	0.0e+00	100.0	228908	Archaea,Nanoarchaeota,none,Nanoarchaeales,Nanoarchaeaceae,Nanoarchaeum,Nanoarchaeum_equitans
GCA_000008085-CALJACFG_01500	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_01500	0.074	148	hypothetical protein	COG1813	Archaeal_ribosome-binding_protein_aMBF1,_putative_translation_factor,_contains_Zn-ribbon_and_HTH_domains	J	-	2.3e-21	arCOG01863	MBF1	Ribosome-binding_protein_aMBF1,_translation_factor,_contains_Zn-ribbon_and_HTH_domains	J	8.9e-25	K03627	4.7e-17	59.4	44.27	putative_transcription_factor	high_score	PF01381	Helix-turn-helix	9.1e-16	TIGR00270	TIGR00270_family_protein	-	1.1e-28	-	-	-	-	-	-	-	-	IPR004451;_IPR001387;_IPR010982	Conserved_hypothetical_protein_CHP00270;_Cro/C1-type_helix-turn-helix_domain;_Lambda_repressor-like,_DNA-binding_domain_superfamily	PF01381	Helix-turn-helix	AAR38999.1_NEQ143_[Nanoarchaeum_equitans_Kin4-M]	2.0e-74	100.0	228908	Archaea,Nanoarchaeota,none,Nanoarchaeales,Nanoarchaeaceae,Nanoarchaeum,Nanoarchaeum_equitans
GCA_000008085-CALJACFG_01510	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_01510	0.063	268	50S ribosomal protein L4	COG0088	Ribosomal_protein_L4	J	Ribosome_50S_subunit	2.2e-35	arCOG04071	RplD	Ribosomal_protein_L4	J	1.5e-75	K02930	7.4e-70	232.8	125.03	large_subunit_ribosomal_protein_L4e	high_score	PF00573	Ribosomal_protein_L4/L1_family	1.8e-51	TIGR03672	50S_ribosomal_protein_uL4	-	5.8e-100	-	-	-	-	-	-	-	-	IPR013000;_IPR019970;_IPR023574;_IPR002136	Ribosomal_protein_L4/L1e,_eukaryotic/archaeal,_conserved_site;_Ribosomal_protein_L4;_Ribosomal_protein_L4_domain_superfamily;_Ribosomal_protein_L4/L1e	PF00573	Ribosomal_protein_L4/L1_family	P60847.1_RecName:_Full=50S_ribosomal_protein_L4	1.1e-144	100.0	228908	Archaea,Nanoarchaeota,none,Nanoarchaeales,Nanoarchaeaceae,Nanoarchaeum,Nanoarchaeum_equitans
GCA_000008085-CALJACFG_01520	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_01520	0.046	217	hypothetical protein	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AAR39001.1_NEQ145_[Nanoarchaeum_equitans_Kin4-M]	1.7e-119	100.0	228908	Archaea,Nanoarchaeota,none,Nanoarchaeales,Nanoarchaeaceae,Nanoarchaeum,Nanoarchaeum_equitans
GCA_000008085-CALJACFG_01530	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_01530	0.031	126	hypothetical protein	COG0432	Thiamin_phosphate_synthase_YjbQ,_UPF0047_family	H	-	4.3e-44	arCOG04214	-	Thiamine_monophosphate_synthetase_YjbQ,_ThiE_analog	H	1.3e-41	-	-	-	-	-	-	PF01894	Uncharacterised_protein_family_UPF0047	6.5e-37	TIGR00149	secondary_thiamine-phosphate_synthase_enzyme	-	1.2e-40	-	-	-	-	-	-	-	-	IPR001602;_IPR035917	Uncharacterised_protein_family_UPF0047;_YjbQ-like_superfamily	PF01894	Uncharacterised_protein_family_UPF0047	AAR39002.1_NEQ147_[Nanoarchaeum_equitans_Kin4-M]	6.4e-66	100.0	228908	Archaea,Nanoarchaeota,none,Nanoarchaeales,Nanoarchaeaceae,Nanoarchaeum,Nanoarchaeum_equitans
GCA_000008085-CALJACFG_01540	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_01540	0.076	444	Ribosomal protein S12 methylthiotransferase RimO	COG1032	Radical_SAM_superfamily_enzyme_YgiQ,_UPF0313_family	R	-	1e-53	arCOG01356	-	Radical_SAM_superfamily_enzyme	C	4e-81	K04034	1.4e-37	126.8	260.57	anaerobic_magnesium-protoporphyrin_IX_monomethyl_ester_cyclase_[EC:1.21.98.3]	-	PF04055	Radical_SAM_superfamily	1.1e-23	TIGR04013	B12-binding_domain/radical_SAM_domain_protein,_MJ_1487_family	-	1.6e-142	-	-	-	-	-	-	-	-	IPR006638;_IPR007197;_IPR006158;_IPR023980;_IPR023404;_IPR020612	Elp3/MiaB/NifB;_Radical_SAM;_Cobalamin_(vitamin_B12)-binding_domain;_Conserved_hypothetical_protein_CHP04013,_B12-binding/radical_SAM-type;_Radical_SAM,_alpha/beta_horseshoe;_Methylthiotransferase,_conserved_site	PF04055;_PF02310	Radical_SAM_superfamily;_B12_binding_domain	AAR39003.1_NEQ148_[Nanoarchaeum_equitans_Kin4-M]	1.5e-258	100.0	228908	Archaea,Nanoarchaeota,none,Nanoarchaeales,Nanoarchaeaceae,Nanoarchaeum,Nanoarchaeum_equitans
GCA_000008085-CALJACFG_01550	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_01550	0	97	DNA-binding protein	COG2118	DNA-binding_TFAR19-related_protein,_PDSD5_family	R	-	2.7e-07	arCOG04179	PDCD5	DNA-binding_TFAR19-related_protein,_PDSD5_family	R	1.6e-12	K06875	1.9e-10	37.7	43.50	programmed_cell_death_protein_5	-	PF01984	Double-stranded_DNA-binding_domain	1.6e-09	-	-	-	-	-	-	-	-	-	-	-	-	IPR036883;_IPR002836	PDCD5-like_superfamily;_PDCD5-like	PF01984	Double-stranded_DNA-binding_domain	Q74NA9.1_RecName:_Full=DNA-binding_protein_NEQ150	5.2e-23	100.0	228908	Archaea,Nanoarchaeota,none,Nanoarchaeales,Nanoarchaeaceae,Nanoarchaeum,Nanoarchaeum_equitans
GCA_000008085-CALJACFG_01560	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_01560	0.033	180	Adenylate kinase	COG2019	Archaeal_adenylate_kinase	F	-	2.5e-37	arCOG01039	AdkA	Archaeal_adenylate_kinase	F	9.9e-30	K18532	5e-11	39.8	55.83	adenylate_kinase_[EC:2.7.4.3]	-	PF13207	AAA_domain	2.1e-24	TIGR01359	UMP-CMP_kinase_family	2.7.4.-	1.5e-08	-	-	-	-	-	-	-	-	IPR027417;_IPR023477	P-loop_containing_nucleoside_triphosphate_hydrolase;_Adenylate_kinase_AdkA	PF13207	AAA_domain	AAR39005.1_NEQ149_[Nanoarchaeum_equitans_Kin4-M]	4.8e-91	100.0	228908	Archaea,Nanoarchaeota,none,Nanoarchaeales,Nanoarchaeaceae,Nanoarchaeum,Nanoarchaeum_equitans
GCA_000008085-CALJACFG_01570	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_01570	0.08	99	hypothetical protein	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AAR39006.1_NEQ151_[Nanoarchaeum_equitans_Kin4-M]	5.8e-46	99.0	228908	Archaea,Nanoarchaeota,none,Nanoarchaeales,Nanoarchaeaceae,Nanoarchaeum,Nanoarchaeum_equitans
GCA_000008085-CALJACFG_01580	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_01580	0.053	392	CCA-adding enzyme	COG1746	tRNA_nucleotidyltransferase_(CCA-adding_enzyme)	J	tRNA_modification	1.6e-86	arCOG04249	CCA1	tRNA_nucleotidyltransferase_(CCA-adding_enzyme)	J	1.2e-60	K07558	7.9e-82	272.3	289.20	tRNA_nucleotidyltransferase_(CCA-adding_enzyme)_[EC:2.7.7.72]	-	PF09249	tRNA_nucleotidyltransferase,_second_domain	5.6e-33	TIGR03671	CCA-adding_enzyme	2.7.7.25|2.7.7.21	8.4e-99	-	-	-	-	-	-	-	-	IPR008229;_IPR011068;_IPR015329;_IPR002934	tRNA_nucleotidyltransferase,_archaea;_Nucleotidyltransferase,_class_I-like,_C-terminal;_tRNA_nucleotidyltransferase,_substrate_binding;_Polymerase,_nucleotidyl_transferase_domain	PF09249;_PF01909	tRNA_nucleotidyltransferase,_second_domain;_Nucleotidyltransferase_domain	Q74NA6.1_RecName:_Full=CCA-adding_enzyme;_AltName:_Full=CCA_tRNA_nucleotidyltransferase;_AltName:_Full=tRNA_CCA-pyrophosphorylase;_AltName:_Full=tRNA_adenylyl-/cytidylyl-_transferase;_AltName:_Full=tRNA_nucleotidyltransferase;_AltName:_Full=tRNA-NT	2.8e-229	100.0	228908	Archaea,Nanoarchaeota,none,Nanoarchaeales,Nanoarchaeaceae,Nanoarchaeum,Nanoarchaeum_equitans
GCA_000008085-CALJACFG_01590	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_01590	0.021	93	hypothetical protein	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AAR39008.1_NEQ153_[Nanoarchaeum_equitans_Kin4-M]	2.2e-18	100.0	228908	Archaea,Nanoarchaeota,none,Nanoarchaeales,Nanoarchaeaceae,Nanoarchaeum,Nanoarchaeum_equitans
